cd_conta,conta,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,31226000.0,29983000.0,23477000.0,23762000.0,23372000.0,23634000.0,23833000.0,25345000.0,26669000.0,24771000.0,26685000.0,25866000.0,28823000.0,27669000.0,27763000.0,28327000.0,29259000.0,28564000.0,29562000.0,33884000.0,36852000.0,39526000.0,39525000.0,41110000.0,40229000.0,39590000.0,40978000.0,43481000.0,43158000.0,44303000.0,47532000.0,49000000.0,62234000.0,59651000.0,60987000.0
1.01,Ativo Circulante,12234000.0,11137000.0,10244000.0,10703000.0,10418000.0,10875000.0,11722000.0,12803000.0,13229000.0,11612000.0,13345000.0,12225000.0,15068000.0,13944000.0,13571000.0,13351000.0,14690000.0,14457000.0,15205000.0,17760000.0,18964000.0,21046000.0,20444000.0,22244000.0,21543000.0,20373000.0,22271000.0,23599000.0,23079000.0,24764000.0,24466000.0,25841000.0,25968000.0,24050000.0,24313000.0
1.01.01,Caixa e Equivalentes de Caixa,596000.0,504000.0,522000.0,483000.0,1105000.0,1352000.0,1500000.0,3057000.0,3849000.0,1885000.0,3909000.0,2362000.0,5997000.0,5307000.0,4476000.0,3358000.0,3893000.0,2311000.0,2030000.0,3625000.0,4309000.0,2759000.0,3113000.0,4145000.0,5816000.0,5662000.0,6436000.0,6666000.0,5476000.0,8225000.0,7589000.0,10480000.0,5473000.0,4351000.0,5936000.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,8033000.0,6981000.0,5498000.0,5528000.0,4894000.0,4878000.0,5336000.0,5327000.0,4992000.0,5128000.0,4602000.0,4475000.0,3805000.0,3696000.0,3696000.0,3997000.0,4062000.0,4620000.0,5563000.0,5587000.0,5589000.0,6713000.0,5585000.0,6931000.0,6142000.0,5027000.0,6265000.0,6135000.0,6043000.0,5877000.0,4939000.0,4953000.0,6121000.0,6353000.0,6250000.0
1.01.04,Estoques,2241000.0,2283000.0,2836000.0,3245000.0,3076000.0,3154000.0,3313000.0,2923000.0,2878000.0,3030000.0,3053000.0,3412000.0,2996000.0,2347000.0,2948000.0,3545000.0,3561000.0,4637000.0,4814000.0,5674000.0,6176000.0,8433000.0,7984000.0,6753000.0,5571000.0,5731000.0,6327000.0,5954000.0,7108000.0,6264000.0,6706000.0,6109000.0,6546000.0,6563000.0,6317000.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,647000.0,698000.0,657000.0,673000.0,604000.0,733000.0,803000.0,735000.0,771000.0,791000.0,918000.0,1130000.0,1303000.0,1756000.0,1634000.0,1543000.0,2224000.0,1983000.0,1729000.0,1844000.0,1397000.0,1855000.0,1859000.0,2701000.0,2651000.0,2338000.0,2157000.0,3642000.0,3152000.0,3082000.0,4001000.0,2768000.0,2888000.0,3045000.0,2475000.0
1.01.07,Despesas Antecipadas,562000.0,557000.0,553000.0,40000.0,61000.0,60000.0,60000.0,45000.0,48000.0,51000.0,49000.0,56000.0,63000.0,65000.0,59000.0,60000.0,94000.0,100000.0,92000.0,131000.0,124000.0,117000.0,102000.0,98000.0,111000.0,130000.0,119000.0,106000.0,109000.0,130000.0,113000.0,131000.0,146000.0,142000.0,118000.0
1.01.08,Outros Ativos Circulantes,155000.0,114000.0,178000.0,734000.0,678000.0,698000.0,710000.0,716000.0,691000.0,727000.0,814000.0,790000.0,904000.0,773000.0,758000.0,848000.0,856000.0,806000.0,977000.0,899000.0,1369000.0,1169000.0,1801000.0,1616000.0,1252000.0,1485000.0,967000.0,1096000.0,1191000.0,1186000.0,1118000.0,1400000.0,4794000.0,3596000.0,3217000.0
