Dividendos_Pagos,1996T1,1997T1,1998T1,1999T1,2001T1,2001T3,2001T4,2002T1,2002T4,2018T1,2018T2,2018T4,2019T2,2019T4,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,1.0138,2.0821,2.1,2.8302,3.3651,1.36,1.4,1.2958,6.72,0.5853,0.3885,0.4839,2.1606,0.4638,0.5012,0.4276,1.5699,0.3337,0.1315,0.1171,0.3489,0.3902,0.4291,0.4036,1.0732,0.235,0.262,0.314,0.5044,0.7634
