cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,120969.0,118972.0,154248.0,212443.0,129810.0,150063.0,153312.0,153732.0,146525.0,163775.0,168018.0,194555.0,132647.0,158119.0,205954.0,246742.0,120766.0,167859.0,246500.0,230381.0,165941.0,196012.0,250554.0,360643.0,222630.0,351459.0,366577.0,442833.0,285335.0,372062.0,398690.0,536215.0,259155.0,308636.0,272795.0,386661.0,208514.0,295199.0,264805.0,451493.0,273095.0,316095.0,349283.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-94351.0,-92798.0,-119839.0,-161617.0,-103582.0,-114917.0,-122586.0,-128836.0,-110281.0,-116401.0,-119448.0,-137106.0,-97888.0,-116394.0,-145400.0,-177401.0,-97215.0,-124553.0,-173450.0,-161590.0,-117658.0,-140976.0,-171261.0,-244426.0,-147160.0,-236640.0,-251945.0,-300965.0,-199730.0,-267095.0,-261833.0,-354812.0,-173378.0,-217089.0,-192113.0,-277125.0,-147889.0,-210917.0,-185554.0,-320435.0,-206421.0,-229467.0,-256633.0
3.03,Resultado Bruto,26618.0,26174.0,34409.0,50826.0,26228.0,35146.0,30726.0,24896.0,36244.0,47374.0,48570.0,57449.0,34759.0,41725.0,60554.0,69341.0,23551.0,43306.0,73050.0,68791.0,48283.0,55036.0,79293.0,116217.0,75470.0,114819.0,114632.0,141868.0,85605.0,104967.0,136857.0,181403.0,85777.0,91547.0,80682.0,109536.0,60625.0,84282.0,79251.0,131058.0,66674.0,86628.0,92650.0
3.04,Despesas/Receitas Operacionais,-36156.0,-43909.0,-40745.0,-19259.0,-38799.0,-38164.0,-38683.0,-45784.0,-32928.0,-35073.0,-34195.0,-36176.0,-34115.0,-41613.0,-45147.0,-39456.0,-32892.0,-44987.0,-45716.0,-19390.0,-43569.0,-44736.0,-48446.0,-55210.0,-50095.0,-58774.0,-58510.0,-67862.0,-57040.0,-64622.0,-58790.0,-57242.0,-48732.0,-57986.0,-38269.0,-49388.0,-47421.0,-60093.0,-59722.0,-75360.0,-65268.0,-75405.0,-72362.0
3.04.02,Despesas Gerais e Administrativas,-22452.0,-23868.0,-21430.0,-23924.0,-24482.0,-20654.0,-20124.0,-24054.0,-18411.0,-19720.0,-17970.0,-19629.0,-18706.0,-22191.0,-21954.0,-21674.0,-23693.0,-24592.0,-23814.0,-25814.0,-24243.0,-25234.0,-27658.0,-31075.0,-29605.0,-32357.0,-32843.0,-33839.0,-32479.0,-32834.0,-35074.0,-38471.0,-31788.0,-37327.0,-34378.0,-39330.0,-33623.0,-36042.0,-38727.0,-43882.0,-38015.0,-41957.0,-38476.0
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,-710.0,0.0,0.0,-305.0,-305.0,0.0,0.0,-629.0,-629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-9538.0,-17735.0,-6336.0,31567.0,-12571.0,-3018.0,-7957.0,-20888.0,3316.0,12301.0,14375.0,21273.0,644.0,112.0,15407.0,29885.0,56443.0,-1681.0,27334.0,22397.0,4714.0,10300.0,30847.0,61007.0,25375.0,56045.0,56122.0,74006.0,28565.0,40345.0,78067.0,124161.0,37045.0,33561.0,42413.0,60148.0,13204.0,24189.0,19529.0,55698.0,1406.0,11223.0,20288.0
3.06,Resultado Financeiro,6610.0,-882.0,6619.0,-1450.0,-1326.0,-2388.0,1543.0,-1612.0,-517.0,3937.0,-958.0,1366.0,1181.0,37635.0,-2.0,2307.0,61355.0,-2473.0,1600.0,1118.0,26086.0,2395.0,439.0,33357.0,124.0,2228.0,1569.0,-2203.0,9212.0,-2224.0,4912.0,-3949.0,4303.0,1062.0,4442.0,384.0,3009.0,7028.0,1012.0,-2349.0,5515.0,3359.0,12023.0
