Dividendos_Pagos,1996T1,1997T1,1997T4,2000T3,2000T4,2001T2,2001T4,2002T1,2002T4,2003T2,2003T4,2004T3,2004T4,2005T2,2005T4,2006T2,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2014T1,2015T1,2016T1,2017T4,2018T1,2018T2,2018T3,2019T1,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,2.6,2.3,2.7918,1.386,1.6227,0.8972,1.909,2.5939,6.109,7.3308,2.52,7.2545,6.4909,3.36,4.998,4.0664,18.9288,9.5454,0.165,0.18,0.2,0.12,0.1268,0.1313,0.1393,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.1,0.0045,0.025,0.0226,0.08,0.0623,0.43,0.25,0.47,0.4,0.25,0.5,0.1,0.8,1.0,0.15,0.12,0.36,0.1469,0.27,0.2,0.211,0.21,0.3715,0.21,0.2014,0.193,0.12,0.23,0.24,0.22,0.18,0.18,0.18,0.18
