cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,1935513.0,2122027.0,2259238.0,2135123.0,1962148.0,2007305.0,1842759.0,1729581.0,1593142.0,1871281.0,2071360.0,2134994.0,2155842.0,2419504.0,2912905.0,2810848.0,3094696.0,3343275.0,3686247.0,3436227.0,3506512.0,2356619.0,3714923.0,3930733.0,4715799.0,6558109.0,6890471.0,6742771.0,7904887.0,9571087.0,11507301.0,10754093.0,9631327.0,10010456.0,10253570.0,9573144.0,9842056.0,10694008.0,11646297.0,11768381.0,9662601.0,10477652.0,10664185.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-1444991.0,-1410710.0,-1619341.0,-1448279.0,-1201078.0,-1107311.0,-1104735.0,-1173428.0,-1035174.0,-1221755.0,-1324509.0,-1464446.0,-1521062.0,-1806431.0,-2218954.0,-2147939.0,-2325282.0,-2335808.0,-2541397.0,-2385519.0,-2486377.0,-1651890.0,-2637040.0,-3040771.0,-3369867.0,-4940287.0,-4957086.0,-5300809.0,-6189236.0,-7278880.0,-8698843.0,-8586178.0,-7132517.0,-7135119.0,-6955078.0,-7327182.0,-6928437.0,-7137604.0,-7809169.0,-8360851.0,-6791905.0,-6881505.0,-6936477.0
3.03,Resultado Bruto,490522.0,711317.0,639897.0,686844.0,761070.0,899994.0,738024.0,556153.0,557968.0,649526.0,746851.0,670548.0,634780.0,613073.0,693951.0,662909.0,769414.0,1007467.0,1144850.0,1050708.0,1020135.0,704729.0,1077883.0,889962.0,1345932.0,1617822.0,1933385.0,1441962.0,1715651.0,2292207.0,2808458.0,2167915.0,2498810.0,2875337.0,3298492.0,2245962.0,2913619.0,3556404.0,3837128.0,3407530.0,2870696.0,3596147.0,3727708.0
3.04,Despesas/Receitas Operacionais,-305931.0,-273793.0,-358080.0,438699.0,16179.0,-169138.0,-14958.0,6107.0,-149086.0,-409514.0,-19454.0,819810.0,-94841.0,-349590.0,-365722.0,958507.0,-131221.0,-380079.0,137207.0,1510.0,-294411.0,-722782.0,-257561.0,11272.0,-297582.0,55825.0,2564728.0,14236.0,-568740.0,-386656.0,-1166684.0,998256.0,655756.0,-645784.0,402984.0,1679221.0,-886383.0,-2112608.0,-914950.0,-6296142.0,-1856564.0,-1758735.0,-2014697.0
3.04.02,Despesas Gerais e Administrativas,-140878.0,-142597.0,-143793.0,-165808.0,-141656.0,-149684.0,-141080.0,-138045.0,-136917.0,-137210.0,-151540.0,-171763.0,-128801.0,-152865.0,-154535.0,-195857.0,-158780.0,-175459.0,-220001.0,-242082.0,-171225.0,-206685.0,-288491.0,-340224.0,-363608.0,-484636.0,-549342.0,-656227.0,-385826.0,-447765.0,-563979.0,-578761.0,-549783.0,-594273.0,-745800.0,-638118.0,-583255.0,-611413.0,-949192.0,-701422.0,-535032.0,-643624.0,-626925.0
3.04.05,Outras Despesas Operacionais,-98864.0,-1911.0,-12413.0,353947.0,-39836.0,-10018.0,-21665.0,-44245.0,-13846.0,-45509.0,-28422.0,968760.0,-18265.0,-16716.0,-40206.0,878640.0,16453.0,8872.0,501243.0,-97778.0,-35954.0,8837.0,-25168.0,124059.0,-28926.0,278400.0,-44107.0,182073.0,-100716.0,0.0,-63856.0,1916794.0,0.0,-56046.0,0.0,56046.0,0.0,-2409043.0,-55152.0,2464195.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,153137.0,91749.0,29186.0,498308.0,436228.0,245918.0,410522.0,464644.0,256905.0,37355.0,411794.0,291966.0,293466.0,65116.0,82225.0,546766.0,272285.0,61671.0,149966.0,626840.0,192164.0,-218236.0,227468.0,397319.0,253607.0,442811.0,3337096.0,686276.0,94191.0,206028.0,-160233.0,236578.0,1183379.0,346042.0,74376.0,442547.0,57515.0,1284345.0,506943.0,-6032148.0,-1119998.0,-748845.0,-965457.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,184591.0,437524.0,281817.0,1125543.0,777249.0,730856.0,723066.0,562260.0,408882.0,240012.0,727397.0,1490358.0,539939.0,263483.0,328229.0,1621416.0,638193.0,627388.0,1282057.0,1052218.0,725724.0,-18053.0,820322.0,901234.0,1048350.0,1673647.0,4498113.0,1456198.0,1146911.0,1905551.0,1641774.0,3166171.0,3154566.0,2229553.0,3701476.0,3925183.0,2027236.0,1443796.0,2922178.0,-2888612.0,1014132.0,1837412.0,1713011.0
3.06,Resultado Financeiro,-284713.0,-260761.0,-204126.0,-378554.0,-449360.0,-249648.0,-303502.0,-305359.0,-135038.0,-256940.0,-10744.0,-495672.0,-107456.0,-361636.0,-251376.0,388275.0,-138346.0,25865.0,-134151.0,-152148.0,-623197.0,-123209.0,-417436.0,-98720.0,-381911.0,-214744.0,-1057397.0,-1122233.0,-521964.0,-1969235.0,-1354685.0,-1312052.0,-2769114.0,-3142776.0,-1474366.0,-510771.0,-1779329.0,-2521803.0,-1417294.0,-3031291.0,-1902995.0,-1802887.0,-2180157.0
