Dividendos_Pagos,2007T3,2010T3,2011T3,2012T3,2013T3,2014T2,2014T4,2015T2,2015T3,2016T1,2016T2,2016T4,2017T2,2018T2,2019T2,2020T2,2021T2,2021T4,2022T2,2023T2,2024T2
Dividendos + JCP Pagos no Trimestre,0.4012,0.4918,0.4923,0.6183,0.7419,0.3711,0.7392,0.677,0.7392,0.7022,0.7145,0.7366,0.9317,1.1086,0.9998,1.4978,1.0306,0.3746,0.4281,0.4286,0.4515
