Dividendos_Pagos,2005T1,2006T2,2007T2,2008T1,2008T2,2009T2,2010T1,2010T2,2010T4,2011T4,2015T1,2015T2,2015T3,2016T2,2017T2,2018T2,2018T3,2018T4,2019T2,2019T4,2020T4,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0093,0.0093,0.0187,0.3665,0.0401,0.0903,0.4809,0.249,0.0995,0.3814,0.171,0.0289,0.1706,0.0029,0.1484,2.1988,1.1707,1.0013,1.5237,0.7427,0.5676,4.2552,4.4087,1.7403,1.8208,2.3989,2.86,3.3496,0.766,2.9836,2.8898,2.61,4.8,0.7447,3.74,1.7181
