cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,755446.0,865887.0,1067334.0,1123531.0,1906096.0,2002298.0,2007909.0,2485140.0,2250700.0,2278188.0,2240401.0,2274211.0,2262321.0,2352294.0,2421072.0,2383270.0,2456846.0,2537077.0,2709252.0,3031483.0,2915946.0,2809573.0,3156836.0
2.01,Passivo Circulante,218981.0,283176.0,246803.0,258396.0,296575.0,334735.0,337729.0,374582.0,397973.0,451449.0,581681.0,647565.0,723777.0,807493.0,512901.0,564991.0,622954.0,625985.0,633212.0,554063.0,570667.0,563934.0,445212.0
2.01.01,Obrigações Sociais e Trabalhistas,32963.0,47535.0,51935.0,43528.0,48951.0,60946.0,66963.0,57850.0,75108.0,72060.0,75949.0,60309.0,76299.0,93153.0,111950.0,112532.0,112009.0,109922.0,124923.0,94530.0,111306.0,107114.0,128609.0
2.01.02,Fornecedores,50326.0,62165.0,44028.0,51816.0,61650.0,66037.0,58688.0,114153.0,83301.0,87284.0,88606.0,91854.0,65366.0,101277.0,94154.0,110712.0,138853.0,80681.0,73414.0,103375.0,92356.0,94517.0,117697.0
2.01.03,Obrigações Fiscais,17500.0,35278.0,36941.0,18198.0,20662.0,19876.0,20708.0,25191.0,20390.0,20694.0,22004.0,24627.0,22649.0,49128.0,24740.0,30048.0,28867.0,24608.0,25492.0,31113.0,30162.0,27639.0,25428.0
2.01.04,Empréstimos e Financiamentos,102157.0,121720.0,94769.0,130216.0,147026.0,173904.0,172352.0,163877.0,196833.0,249442.0,372337.0,448470.0,519927.0,521062.0,242272.0,267480.0,298873.0,353314.0,362441.0,273985.0,286558.0,285543.0,135220.0
2.01.05,Outras Obrigações,16035.0,16478.0,19130.0,14638.0,18286.0,13972.0,19018.0,13511.0,22341.0,21969.0,22785.0,22305.0,39536.0,42873.0,39785.0,44219.0,44352.0,57460.0,46942.0,51060.0,50285.0,49121.0,38258.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,376188.0,409126.0,644581.0,707014.0,691773.0,787273.0,773472.0,1212573.0,1078170.0,1063678.0,907657.0,862987.0,791846.0,755471.0,1113623.0,1029910.0,1001251.0,998876.0,1189163.0,1483152.0,1400364.0,1329091.0,1747226.0
