cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,45891.0,58456.0,41744.0,-45629.0,24291.0,-18979.0,8253.0,14311.0,177.0,30443.0,-38153.0,42094.0,31784.0,91223.0,201704.0,-2755.0,25294.0,128963.0,84447.0,19917.0,7266.0,39434.0,256569.0
6.01.DA,Depreciação e Amortização,15825.0,17197.0,20140.0,26910.0,,,49562.0,110458.0,,,57652.0,165993.0,,125183.0,189156.0,-66533.0,,,65457.0,193929.0,,148291.0,232424.0
6.02,Caixa Líquido Atividades de Investimento,-24027.0,-36871.0,-57216.0,-60724.0,-255642.0,-210599.0,-116543.0,-190336.0,-98269.0,-110864.0,-86353.0,-44957.0,-5799.0,-81018.0,-216228.0,24229.0,-55572.0,-96177.0,-150179.0,-69033.0,-59823.0,-152886.0,-264671.0
6.03,Caixa Líquido Atividades de Financiamento,-21829.0,34227.0,142579.0,45930.0,725463.0,-26259.0,-42004.0,420648.0,-47047.0,-28417.0,-32269.0,42540.0,15720.0,-11035.0,138671.0,-55506.0,3966.0,25865.0,207695.0,169075.0,-54907.0,-117437.0,131462.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,-18965.0,11010.0,144.0,-5973.0,0.0,-92.0,59.0,-298.0,-749.0,-628.0,721.0,693.0,4019.0,-598.0,2441.0,-1964.0,-2857.0,-4407.0
6.05,Aumento (Redução) de Caixa e Equivalentes,35.0,55812.0,127107.0,-60423.0,494112.0,-274802.0,-139284.0,244767.0,-151112.0,-108838.0,-156867.0,39736.0,41407.0,-1579.0,123519.0,-33311.0,-25619.0,62670.0,141365.0,122400.0,-109428.0,-233746.0,118953.0
