cd_conta,conta,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,3321802.0,3114436.0,4970302.0,6032410.0,6281620.0,6414165.0,7274493.0,8219779.0,8267257.0,8556572.0,8609701.0,9181154.0,9765882.0,12105380.0,12267955.0,11202332.0,10825812.0,10301343.0,8221357.0
1.01,Ativo Circulante,1368519.0,1084646.0,2639278.0,2871229.0,2541447.0,2341287.0,2092815.0,2826829.0,2778960.0,2838252.0,2688720.0,3105442.0,3195913.0,4994177.0,4987159.0,4660784.0,4202724.0,3374080.0,3067331.0
1.01.01,Caixa e Equivalentes de Caixa,693447.0,358808.0,1773521.0,536838.0,549915.0,500625.0,112985.0,263208.0,409757.0,550424.0,550516.0,550704.0,412767.0,550587.0,621400.0,550744.0,550519.0,342739.0,196652.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,1477914.0,932830.0,560673.0,478442.0,829594.0,362881.0,186906.0,51151.0,210718.0,0.0,1736783.0,1536597.0,1337630.0,1088317.0,625272.0,276554.0
1.01.03,Contas a Receber,529496.0,556890.0,645284.0,666151.0,782629.0,1005483.0,1185566.0,1379614.0,1631445.0,1698891.0,1742530.0,1857217.0,2131950.0,1937597.0,2154707.0,2049014.0,1987845.0,1771408.0,1536321.0
1.01.04,Estoques,41060.0,52818.0,55454.0,69410.0,114998.0,109385.0,132160.0,163937.0,151444.0,129620.0,131500.0,206388.0,254236.0,271060.0,236194.0,225235.0,190128.0,222735.0,171232.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,82121.0,87215.0,100978.0,96631.0,110500.0,117837.0,130413.0,142602.0,167148.0,157932.0,127416.0,206856.0,290437.0,325595.0,291705.0,314099.0,190811.0,233508.0,233183.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,22395.0,28915.0,64041.0,24285.0,50575.0,47284.0,53249.0,47874.0,56285.0,114479.0,85607.0,73559.0,106523.0,172555.0,146556.0,184062.0,195104.0,178418.0,653389.0
1.02,Ativo Não Circulante,1953283.0,2029790.0,2331024.0,3161181.0,3740173.0,4072878.0,5181678.0,5392950.0,5488297.0,5718320.0,5920981.0,6075712.0,6569969.0,7111203.0,7280796.0,6541548.0,6623088.0,6927263.0,5154026.0
1.02.01,Ativo Realizável a Longo Prazo,135958.0,183245.0,201900.0,192319.0,170357.0,166956.0,244186.0,365659.0,396738.0,485334.0,649879.0,635299.0,810565.0,1303046.0,1374598.0,1412240.0,1446738.0,1733668.0,671482.0
1.02.02,Investimentos,0.0,0.0,0.0,1386.0,1020.0,1020.0,1020.0,22222.0,23482.0,18649.0,16296.0,14727.0,14727.0,14727.0,5171.0,42960.0,51578.0,71063.0,68457.0
1.02.03,Imobilizado,605627.0,589148.0,627297.0,729067.0,848883.0,940918.0,1047079.0,1090605.0,1088257.0,1140456.0,1178508.0,1235082.0,1280879.0,1313130.0,1427395.0,1335831.0,1389379.0,1385817.0,1118748.0
1.02.04,Intangível,1211698.0,1257397.0,1501827.0,2238409.0,2719913.0,2963984.0,3889393.0,3914464.0,3979820.0,4073881.0,4076298.0,4190604.0,4463798.0,4480300.0,4473632.0,3750517.0,3735393.0,3736715.0,3295339.0
