Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,13.47,11.25,10.56,4.56,6.39,6.03,8.13,10.1,11.48,13.0,8.85,6.18,4.51,2.34,6.07,5.13,3.2,2.74
