Dividendos_Pagos,2012T2,2013T2,2014T2,2014T4,2015T3,2016T4,2022T1,2023T1,2024T1,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,0.4485,0.1603,0.16,0.2068,0.3,0.0486,0.081,0.082,0.1484,0.2388,0.4123
