Ticker,Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2026T1
ASAI3,Preço de Fechamento Ajustado,,,,,,,,,14.02,16.5,18.15,7.48
