cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,1329196.0,1280554.0,1386214.0,1460045.0,1630699.0,1941574.0,2190518.0,2215889.0,2192501.0,2173626.0,2082390.0,2328604.0,2310000.0,2283182.0,2284958.0,2284617.0,2257662.0,2212872.0,2197999.0,2291655.0,2295822.0,2227081.0,2252060.0
2.01,Passivo Circulante,572478.0,627099.0,650264.0,645840.0,551353.0,722479.0,742770.0,761155.0,648310.0,710720.0,448299.0,563366.0,623607.0,702675.0,825597.0,950454.0,550900.0,566854.0,595479.0,697277.0,716430.0,697117.0,703626.0
2.01.01,Obrigações Sociais e Trabalhistas,27689.0,30270.0,39106.0,27318.0,28321.0,38467.0,46103.0,42287.0,53064.0,62765.0,58112.0,47155.0,51558.0,55996.0,71593.0,66231.0,69906.0,65260.0,69304.0,70116.0,72052.0,73381.0,86074.0
2.01.02,Fornecedores,30499.0,27182.0,33072.0,13470.0,20063.0,23730.0,21900.0,25440.0,22157.0,24352.0,22384.0,27780.0,20094.0,31843.0,26234.0,27879.0,22917.0,22436.0,25157.0,35407.0,26193.0,25138.0,21884.0
2.01.03,Obrigações Fiscais,40925.0,29419.0,26277.0,47349.0,46805.0,55852.0,50441.0,39852.0,57166.0,60603.0,48121.0,48182.0,60756.0,68564.0,68740.0,78104.0,92319.0,93235.0,72036.0,77764.0,84175.0,84740.0,69612.0
2.01.04,Empréstimos e Financiamentos,176480.0,172008.0,157945.0,176458.0,216379.0,230758.0,257759.0,276938.0,224260.0,297547.0,57851.0,119686.0,201424.0,296219.0,398821.0,456204.0,74294.0,129948.0,162951.0,180881.0,190872.0,201368.0,211786.0
2.01.05,Outras Obrigações,296885.0,368220.0,393864.0,381245.0,239785.0,373672.0,366567.0,376638.0,291663.0,265453.0,261831.0,320563.0,289775.0,250053.0,260209.0,322036.0,291464.0,255975.0,266031.0,333109.0,343138.0,312490.0,314270.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,502987.0,493554.0,511622.0,465555.0,435524.0,512724.0,753950.0,733917.0,817467.0,757956.0,942895.0,877822.0,791724.0,698079.0,579360.0,473803.0,841213.0,781026.0,747654.0,738313.0,711450.0,658655.0,685189.0
2.02.01,Empréstimos e Financiamentos,359142.0,356650.0,377978.0,343400.0,293169.0,392333.0,632230.0,615799.0,692096.0,647904.0,826405.0,799656.0,712399.0,625528.0,513715.0,412814.0,781896.0,724486.0,691964.0,683925.0,657149.0,610993.0,637563.0
2.02.02,Outras Obrigações,111261.0,107078.0,105201.0,85519.0,89962.0,87273.0,98327.0,92545.0,92870.0,87699.0,101029.0,62665.0,63116.0,58962.0,57025.0,53305.0,50179.0,47726.0,47356.0,44588.0,41952.0,39360.0,36779.0
2.02.03,Tributos Diferidos,7308.0,5333.0,3743.0,12788.0,27043.0,13346.0,6833.0,7684.0,15528.0,6366.0,4865.0,5054.0,5168.0,5223.0,5252.0,185.0,188.0,191.0,192.0,99.0,101.0,103.0,105.0
2.02.04,Provisões,20046.0,19074.0,18680.0,17303.0,18614.0,19772.0,16560.0,14965.0,13704.0,12468.0,6838.0,6121.0,6229.0,3029.0,3368.0,7499.0,8950.0,8623.0,8142.0,9701.0,12248.0,8199.0,10742.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,5230.0,5419.0,6020.0,6545.0,6736.0,0.0,0.0,2924.0,3269.0,3519.0,3758.0,4326.0,4812.0,5337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,253731.0,159901.0,224328.0,348650.0,643822.0,706371.0,693798.0,720817.0,726724.0,704950.0,691196.0,887416.0,894669.0,882428.0,880001.0,860360.0,865549.0,864992.0,854866.0,856065.0,867942.0,871309.0,863245.0
