cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1329196.0,1280554.0,1386214.0,1460045.0,1630699.0,1941574.0,2190518.0,2215889.0,2192501.0,2173626.0,2082390.0,2328604.0,2310000.0,2283182.0,2284958.0,2284617.0,2257662.0,2212872.0,2197999.0,2291655.0,2295822.0,2227081.0,2252060.0
1.01,Ativo Circulante,707495.0,680973.0,731919.0,839866.0,965174.0,765378.0,914471.0,851416.0,840861.0,772628.0,738543.0,980322.0,970885.0,946552.0,958676.0,952695.0,965287.0,948757.0,940660.0,1039775.0,1060660.0,1033177.0,1069357.0
1.01.01,Caixa e Equivalentes de Caixa,243553.0,267233.0,217084.0,148951.0,266168.0,158261.0,270858.0,143446.0,130872.0,157983.0,74486.0,238394.0,196075.0,208353.0,222324.0,157962.0,155904.0,172213.0,182775.0,224068.0,209191.0,183354.0,240204.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,14773.0,15131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,398987.0,355268.0,379884.0,437776.0,419192.0,502576.0,566813.0,656963.0,659996.0,550869.0,601038.0,691179.0,717957.0,683834.0,681060.0,738090.0,744954.0,707847.0,708721.0,759564.0,788007.0,783734.0,769424.0
1.01.04,Estoques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,0.0,0.0,0.0,0.0,0.0,21762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37003.0,0.0,40730.0,47154.0,52529.0,36070.0,45180.0,50990.0,40627.0,30502.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13297.0,19441.0
1.01.08,Outros Ativos Circulantes,64955.0,58472.0,134951.0,238366.0,264683.0,82779.0,76800.0,51007.0,49993.0,63776.0,63019.0,50749.0,56853.0,17362.0,55292.0,15913.0,17275.0,16168.0,13094.0,10963.0,12472.0,12165.0,9786.0
1.02,Ativo Não Circulante,621701.0,599581.0,654295.0,620179.0,665525.0,1176196.0,1276047.0,1364473.0,1351640.0,1400998.0,1343847.0,1348282.0,1339115.0,1336630.0,1326282.0,1331922.0,1292375.0,1264115.0,1257339.0,1251880.0,1235162.0,1193904.0,1182703.0
1.02.01,Ativo Realizável a Longo Prazo,40919.0,29006.0,80365.0,38429.0,60694.0,54348.0,74075.0,141215.0,117492.0,166111.0,142400.0,141750.0,126826.0,115709.0,120291.0,123896.0,109394.0,96552.0,100094.0,101834.0,96981.0,65049.0,54467.0
1.02.02,Investimentos,0.0,0.0,0.0,1642.0,1386.0,1633.0,2278.0,3122.0,4719.0,2599.0,784.0,-1913.0,947.0,4532.0,6898.0,1958.0,1958.0,1959.0,1958.0,0.0,0.0,0.0,0.0
1.02.03,Imobilizado,234242.0,227944.0,226735.0,233202.0,251013.0,300191.0,326981.0,368302.0,381665.0,390529.0,375658.0,386644.0,394600.0,404418.0,391210.0,401100.0,379538.0,368144.0,362045.0,359836.0,351618.0,345989.0,348385.0
1.02.04,Intangível,346540.0,342631.0,347195.0,346906.0,352432.0,820024.0,872713.0,851834.0,847764.0,841759.0,825005.0,821801.0,816742.0,811971.0,807883.0,804968.0,801485.0,797460.0,793242.0,790210.0,786563.0,782866.0,779851.0
