Dividendos_Pagos,2010T3,2010T4,2011T3,2011T4,2012T3,2012T4,2013T3,2013T4,2014T2,2014T4,2015T2,2015T3,2016T2,2016T3,2016T4,2017T1,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2021T1,2021T3,2021T4,2022T1,2022T4,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1236,0.1811,0.1371,0.064,0.128,0.1024,0.2793,0.245,0.6398,0.6398,0.0416,0.0621,0.1367,0.2033,2.1084,0.4527,0.1872,0.7791,0.1826,0.8144,0.2003,0.7368,0.7291,0.1339,0.0948,0.7098,0.2945,0.1692,0.2656,0.1476,0.3374,0.2139,0.4661,0.3101,0.8991
