Dividendos_Pagos,2008T1,2009T2,2009T4,2010T2,2010T4,2011T2,2012T1,2013T2,2014T2,2014T4,2019T2,2019T4,2020T3,2020T4,2021T2,2021T4,2022T1,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0352,0.1056,0.1229,0.0704,0.1126,0.2346,0.1867,0.1855,0.0463,0.0116,0.1164,0.0832,0.0788,0.0671,0.2104,0.1835,0.1607,0.048,0.1438,0.1438,0.1328,0.0307,0.0924,0.0927,0.0929,0.0929,0.0621,0.0931,0.125,0.0625
