cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,110472.000,143315.000,172590.000,336543.000,195708.000,243362.000,224558.000,245808.000,217547.000,226647.000,231230.000,222956.000,169182.000,187470.000,188896.000,125530.000,147989.000,142875.000,160152.000,151824.000,155956.000,181323.000,157139.000,136543.000,117957.000,92947.000,94190.000,79469.000,87976.000,104348.000,79559.000,84002.000,89981.000,122663.000,136160.000,136890.000,125041.000,140538.000,184543.000,186667.000,166930.000,253207.000,355849.000,394564.000,385339.000,662449.000,476375.000,483278.000,461484.000,514449.000,520746.000,405413.000,354834.000,394414.000,350086.000,494140.000,293596.000,396361.000,373330.000,544646.000,403287.000,496093.000,516707.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-72043.000,-91544.000,-111129.000,-186505.000,-111277.000,-144753.000,-129177.000,-132531.000,-120476.000,-129022.000,-112099.000,-100434.000,-90353.000,-96356.000,-118150.000,-52418.000,-74048.000,-79883.000,-85284.000,-77117.000,-90942.000,-95223.000,-85486.000,-87389.000,-66814.000,-72777.000,-50290.000,-41238.000,-51490.000,-53628.000,-50206.000,-53323.000,-47608.000,-65840.000,-62220.000,-66258.000,-70932.000,-72364.000,-95233.000,-87857.000,-87734.000,-70623.000,-90167.000,-111597.000,-103209.000,-180073.000,-163818.000,-166375.000,-169428.000,-191871.000,-205730.000,-200408.000,-159834.000,-171907.000,-169080.000,-150438.000,-134290.000,-147513.000,-185394.000,-222394.000,-152925.000,-186897.000,-187606.000
3.03,Resultado Bruto,38429.000,51771.000,61461.000,150038.000,84431.000,98609.000,95381.000,113277.000,97071.000,97625.000,119131.000,122522.000,78829.000,91114.000,70746.000,73112.000,73941.000,62992.000,74868.000,74707.000,65014.000,86100.000,71653.000,49154.000,51143.000,20170.000,43900.000,38231.000,36486.000,50720.000,29353.000,30679.000,42373.000,56823.000,73940.000,70632.000,54109.000,68174.000,89310.000,98810.000,79196.000,182584.000,265682.000,282967.000,282130.000,482376.000,312557.000,316903.000,292056.000,322578.000,315016.000,205005.000,195000.000,222507.000,181006.000,343702.000,159306.000,248848.000,187936.000,322252.000,250362.000,309196.000,329101.000
3.04,Despesas/Receitas Operacionais,-25907.000,-29925.000,-32718.000,21876.000,-27339.000,-37418.000,-12884.000,-45185.000,-30688.000,-38522.000,-51513.000,-52168.000,-41489.000,-43518.000,-41445.000,356965.000,-32484.000,-16256.000,-11057.000,7603.000,8531.000,-20434.000,-1689.000,199967.000,-14401.000,86390.000,-34951.000,-343756.000,4073.000,20398.000,-15325.000,33574.000,-21954.000,-5931.000,-17254.000,129952.000,11056.000,25064.000,60062.000,204388.000,-16916.000,160516.000,-53563.000,-84295.000,-63941.000,-74422.000,-96594.000,-45498.000,-66678.000,-53361.000,-90974.000,-31360.000,-4626.000,-57287.000,2525.000,38030.000,78509.000,-46934.000,103172.000,170674.000,322910.000,22677.000,93278.000
3.04.02,Despesas Gerais e Administrativas,-15485.000,-13209.000,-13256.000,-15090.000,-15134.000,-15556.000,-16252.000,-16516.000,-17505.000,-18282.000,-16902.000,-19095.000,-16595.000,-18712.000,-18140.000,-18347.000,-15897.000,-17453.000,-18848.000,-19353.000,-23753.000,-18566.000,-19866.000,-19428.000,-23698.000,-22219.000,-24872.000,-23225.000,-28105.000,-24759.000,-21766.000,-28129.000,-21844.000,-20468.000,-23654.000,-48685.000,-30943.000,-33227.000,-19763.000,-30730.000,-31253.000,-18559.000,-45020.000,-47560.000,-46663.000,-46867.000,-54544.000,-110650.000,-62772.000,-57723.000,-71951.000,-143764.000,-76569.000,-62855.000,-64542.000,-146609.000,-68995.000,-79607.000,-86311.000,-144638.000,-83301.000,-107131.000,-97132.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4884.000,0.000,0.000,4884.000,-17428.000,-17848.000,0.000,35276.000,-13079.000,5954.000,13702.000,-6577.000,38098.000,6276.000,0.000,-44374.000,12226.000,112151.000,-7096.000,-117281.000,33856.000,48539.000,9494.000,64351.000,1273.000,18912.000,12332.000,183432.000,47031.000,62420.000,86413.000,248078.000,19775.000,183398.000,-260.000,-29958.000,-9549.000,-18119.000,-29060.000,31637.000,11273.000,18307.000,-856.000,62461.000,83042.000,19795.000,80793.000,141165.000,153556.000,43751.000,200354.000,272654.000,418933.000,142693.000,205740.000
3.04.06,Resultado de Equivalência Patrimonial,474.000,0.000,188.000,601.000,516.000,0.000,200.000,776.000,617.000,323.000,293.000,542.000,314.000,184.000,133.000,311.000,1421.000,1280.000,720.000,421.000,11.000,-435.000,31.000,176.000,431.000,659.000,1543.000,77.000,48.000,-214.000,30.000,69.000,255.000,-2350.000,-873.000,-269.000,-1228.000,700.000,-500.000,668.000,-132.000,39.000,-472.000,1607.000,245.000,2432.000,436.000,247.000,922.000,768.000,282.000,680.000,1704.000,1088.000,724.000,906.000,2459.000,1063.000,1122.000,10013.000,2322.000,2290.000,1103.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,12522.000,21846.000,28743.000,171914.000,57092.000,61191.000,82497.000,68092.000,66383.000,59103.000,67618.000,70354.000,37340.000,47596.000,29301.000,430077.000,41457.000,46736.000,63811.000,82310.000,73545.000,65666.000,69964.000,249121.000,36742.000,106560.000,8949.000,-305525.000,40559.000,71118.000,14028.000,64253.000,20419.000,50892.000,56686.000,200584.000,65165.000,93238.000,149372.000,303198.000,62280.000,343100.000,212119.000,198672.000,218189.000,407954.000,215963.000,271405.000,225378.000,269217.000,224042.000,173645.000,190374.000,165220.000,183531.000,381732.000,237815.000,201914.000,291108.000,492926.000,573272.000,331873.000,422379.000
3.06,Resultado Financeiro,-3602.000,586.000,2135.000,-5593.000,-4037.000,-2419.000,-5748.000,-10043.000,-9707.000,-8842.000,-14385.000,-15199.000,-9824.000,-22365.000,-13862.000,-18514.000,-23288.000,-23073.000,-35512.000,-50545.000,-54142.000,-41058.000,-63567.000,-53153.000,-57942.000,-65779.000,-88146.000,-74452.000,-44654.000,-44434.000,-36029.000,-24489.000,-27491.000,-31032.000,-28606.000,-30349.000,-34575.000,-60580.000,-24640.000,-18589.000,-29595.000,-17231.000,-22340.000,4059.000,-11224.000,-65988.000,-12532.000,-28005.000,-42102.000,-30888.000,-36831.000,-69668.000,-63064.000,-39367.000,-59434.000,-43033.000,-44310.000,-38995.000,-88331.000,-56704.000,-85083.000,-65324.000,-96631.000
3.06.01,Receitas Financeiras,8962.000,12937.000,16051.000,22084.000,27662.000,27574.000,27181.000,19283.000,17797.000,20174.000,16533.000,19089.000,11977.000,1468.000,14272.000,15171.000,24329.000,25637.000,21819.000,12143.000,16731.000,15922.000,22820.000,3553.000,6782.000,2781.000,8212.000,4634.000,3306.000,834.000,-1421.000,1435.000,7519.000,10907.000,15927.000,-34353.000,0.000,0.000,0.000,19905.000,33405.000,20823.000,-27935.000,49484.000,29408.000,32641.000,41088.000,44186.000,40566.000,39417.000,45659.000,80118.000,21791.000,30928.000,18571.000,41457.000,32913.000,59268.000,-117.000,89170.000,36506.000,97112.000,63151.000
