cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,57.0,26.0,0.0,753.0,787.0,1859.0,1509.0,615.0,4961.0,8936.0,11236.0,18780.0,19716.0,13309.0,34297.0,36704.0,22780.0,25428.0,22471.0,30741.0,26314.0,34283.0,30774.0,33133.0,20004.0,38561.0,32083.0,32261.0,40000.0,39591.0,27174.0,35761.0
3.02,Custo dos Bens e/ou Serviços Vendidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,-36.0,-13.0,0.0,-703.0,-605.0,-1633.0,-1271.0,-557.0,-4962.0,-5916.0,-8289.0,-13113.0,-17414.0,-10568.0,-23386.0,-26362.0,-19840.0,-22077.0,-17046.0,-26302.0,-23533.0,-27358.0,-25794.0,-25058.0,-16725.0,-30075.0,-23980.0,-28040.0,-42927.0,-32273.0,-18441.0,-26108.0
3.03,Resultado Bruto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,13.0,0.0,50.0,182.0,226.0,238.0,58.0,-1.0,3020.0,2947.0,5667.0,2302.0,2741.0,10911.0,10342.0,2940.0,3351.0,5425.0,4439.0,2781.0,6925.0,4980.0,8075.0,3279.0,8486.0,8103.0,4221.0,-2927.0,7318.0,8733.0,9653.0
3.04,Despesas/Receitas Operacionais,-3160.0,-5234.0,-5627.0,-11027.0,-6820.0,-6786.0,-9436.0,-9613.0,-8631.0,-9966.0,-7655.0,-9205.0,-8689.0,-9067.0,-8715.0,-10448.0,-13877.0,-10985.0,-13069.0,-15200.0,-15103.0,-14438.0,-15606.0,-24362.0,-17510.0,-22563.0,-23547.0,-28963.0,-24764.0,-25222.0,-28060.0,-24186.0,-22311.0,-23489.0,-27970.0,-22014.0,-26024.0,-28618.0,-23109.0,-3359.0,-20154.0,-21569.0,-20938.0
3.04.02,Despesas Gerais e Administrativas,-4087.0,-4738.0,-5090.0,-6336.0,-6145.0,-6303.0,-8392.0,-6580.0,-7455.0,-8378.0,-7117.0,-8287.0,-7598.0,-7762.0,-8021.0,-9223.0,-10658.0,-9791.0,-11196.0,-13375.0,-13104.0,-9837.0,-6727.0,-4194.0,-8317.0,-10223.0,-10774.0,-17976.0,-12301.0,-12978.0,-12052.0,-12835.0,-10836.0,-12711.0,-12312.0,-12249.0,-13263.0,-15467.0,-10211.0,-10753.0,-10410.0,-12066.0,-13450.0
3.04.05,Outras Despesas Operacionais,-324.0,-459.0,-475.0,-776.0,-661.0,-436.0,-1035.0,-2930.0,-1176.0,-1588.0,-538.0,-918.0,-1091.0,-1319.0,-694.0,-1211.0,-3219.0,-1432.0,-1873.0,-1587.0,-1999.0,-810.0,-572.0,-514.0,-1263.0,-1031.0,-1096.0,-1209.0,-889.0,-3952.0,-5309.0,-2195.0,-2452.0,-133.0,-749.0,-856.0,-853.0,-932.0,-2776.0,-4431.0,-2514.0,-2147.0,-858.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,-32.0,-37.0,-62.0,-1004.0,-14.0,-47.0,-9.0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-3160.0,-5234.0,-5627.0,11027.0,-6820.0,-6786.0,-9436.0,-9613.0,-8631.0,-9966.0,-7640.0,-9184.0,-8676.0,-9067.0,-8665.0,-10266.0,-13651.0,-10747.0,-13011.0,-15201.0,-12083.0,-11491.0,-9939.0,-22060.0,-14769.0,-11652.0,-13205.0,-26023.0,-21413.0,-19797.0,-23621.0,-21405.0,-15386.0,-18509.0,-19895.0,-18735.0,-17538.0,-20515.0,-18888.0,-6286.0,-12836.0,-12836.0,-11285.0
3.06,Resultado Financeiro,6955.0,-831.0,19074.0,-6584.0,-5229.0,-10476.0,51.0,-1711.0,-1810.0,-722.0,-1966.0,-1113.0,-1739.0,-1545.0,-1238.0,-1333.0,-2169.0,-2447.0,-1617.0,3069.0,-7288.0,-2825.0,-2439.0,-2579.0,-4440.0,-1698.0,-3370.0,-4629.0,-198.0,-4355.0,-1515.0,-885.0,-2060.0,-1695.0,-2210.0,-2311.0,320.0,2316.0,2718.0,-737.0,211.0,-881.0,676.0
