Dividendos_Pagos,2007T4,2008T1,2008T4,2009T1,2009T4,2010T1,2010T3,2011T2,2011T4,2012T2,2012T3,2012T4,2013T2,2013T4,2014T2,2015T2,2016T2,2018T2,2019T2,2021T2,2022T2
Dividendos + JCP Pagos no Trimestre,2.5459,1.0,1.72,2.45,0.4645,2.12,1.78,1.721,1.0054,0.89,0.35,0.908,0.45,0.527,1.789,0.7719,0.0494,0.1447,0.1931,0.4411,0.2537
