Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2026T1
RSID3,Preço de Fechamento Ajustado,283.5,302.26,376.38,343.62,316.2,302.83,208.37,189.86,234.0,121.55,124.02,113.75,75.25,72.75,79.25,51.0,45.25,43.25,27.0,16.95,13.05,6.4,4.1,3.2,4.81,2.94,3.69,2.7,7.5,7.35,7.29,7.19,6.54,4.47,3.78,5.3,4.69,4.69,4.01,9.12,4.33,5.99,4.89,6.63,9.75,11.0,8.91,9.47,8.09,2.36,2.79,2.84,2.9,4.95,3.88,4.02,4.0,5.34,3.29,1.8
