Dividendos_Pagos,1998T2,1999T2,2000T2,2001T2,2003T2,2005T2,2006T2,2007T2,2008T1,2009T2,2010T2,2011T2,2012T2
Dividendos + JCP Pagos no Trimestre,0.0333,0.0309,0.0225,0.025,0.0081,0.0199,0.0608,0.1329,0.2,0.1478,0.1946,0.3105,0.307
