Dividendos_Pagos,2007T4,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2021T4,2022T4,2023T4,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.1408,0.0809,0.1148,0.2614,0.1315,0.1396,0.2045,0.1384,0.2706,0.1733,0.3858,0.575,0.6443
