especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,36300000,33163905,33543341,33708341,41509103,41509103,76310422,123812773,123812773,123812773,123812773,123812773,123812773,123812773,123812773,ON
TOTAL,36300000,33163905,33543341,33708341,41509103,41509103,76310422,123812773,123812773,123812773,123812773,123812773,123812773,123812773,123812773,TOTAL
