Dividendos_Pagos,2002T2,2002T4,2003T4,2004T4,2005T2,2005T4,2006T2,2006T4,2007T2,2007T4,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2017T4,2018T2,2018T3,2018T4,2019T2,2019T4,2020T2,2020T4,2021T2,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.1931,0.136,0.5009,0.2931,0.1337,0.1323,0.1352,0.1093,0.1208,0.0956,0.132,0.0643,0.1332,0.0589,0.1378,0.0453,0.2913,0.2924,0.3121,0.2874,0.4711,0.2898,0.621,0.3513,0.5432,0.4494,0.6153,0.5866,0.6398,2.2277,0.0911,2.2234,2.3285,3.7948,2.1809,0.7011,0.6781,0.703,0.8132,0.7998,1.2954,1.2509,0.8539,1.0423,1.1113,1.9559,0.7672
