Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,,,,,,,,,,,,,,,33.33,42.31,22.45,24.09,20.02,24.62,23.22,24.72,19.34,18.43,19.69,13.63,16.94,14.48,14.98,21.58,19.78,23.24,20.94,19.54,20.21,17.08,18.31,21.96,25.18,28.91
