Dividendos_Pagos,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2018T2,2019T2,2021T2,2022T2,2023T2,2024T2,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0385,0.32,0.35,0.455,0.455,0.455,0.455,0.455,0.455,0.2264,0.3839,0.519,1.1194,0.408,0.2839,0.3055,0.3065,0.6891
