cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3
1,Ativo Total,643375.0,633000.0,641238.0,644251.0,653176.0,651881.0,659352.0,641824.0,651996.0,661446.0,676048.0,672917.0,679190.0,692318.0,742402.0,725650.0,718457.0,720990.0,736848.0,742111.0,742190.0,740905.0,765981.0,869072.0,894909.0,882604.0,923706.0
1.01,Ativo Circulante,310852.0,293223.0,296261.0,301090.0,310530.0,308690.0,316937.0,299558.0,309687.0,316504.0,330633.0,328445.0,328993.0,334796.0,368102.0,349672.0,344975.0,347668.0,362419.0,345303.0,349415.0,348356.0,374088.0,467452.0,487045.0,473257.0,495293.0
1.01.01,Caixa e Equivalentes de Caixa,85029.0,64468.0,54230.0,62403.0,71486.0,64089.0,78338.0,73846.0,73952.0,75740.0,74669.0,68747.0,67388.0,75526.0,64414.0,41263.0,46662.0,50754.0,62106.0,59291.0,67933.0,88166.0,87244.0,92318.0,92441.0,32420.0,45360.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,1918.0,1943.0,1966.0,5518.0,8164.0,1784.0,1795.0,6909.0,6308.0,5168.0,5225.0
1.01.03,Contas a Receber,107949.0,99211.0,114348.0,120088.0,117294.0,112823.0,116994.0,106428.0,112805.0,111944.0,128451.0,127322.0,128750.0,115793.0,151904.0,144979.0,139100.0,138229.0,160087.0,147704.0,115194.0,111343.0,142885.0,138731.0,133177.0,154060.0,167706.0
1.01.04,Estoques,108646.0,119785.0,120048.0,111345.0,113415.0,116999.0,110906.0,112848.0,115672.0,120473.0,120933.0,122521.0,122141.0,133472.0,142958.0,150046.0,146487.0,144485.0,129647.0,122263.0,147664.0,137978.0,130963.0,131608.0,162659.0,195023.0,193721.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,8208.0,8988.0,6542.0,6074.0,6616.0,13663.0,9426.0,5879.0,5775.0,7400.0,5386.0,9318.0,9193.0,8853.0,7552.0,9016.0,9190.0,10062.0,7215.0,8029.0,8736.0,7538.0,9699.0,95421.0,90791.0,84959.0,81156.0
1.01.07,Despesas Antecipadas,1020.0,771.0,1093.0,1180.0,1719.0,1116.0,1273.0,557.0,1483.0,947.0,1194.0,537.0,1521.0,1152.0,1274.0,2472.0,1618.0,2195.0,1398.0,2498.0,1724.0,1547.0,1502.0,2465.0,1669.0,1627.0,2125.0
1.01.08,Outros Ativos Circulantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02,Ativo Não Circulante,332523.0,339777.0,344977.0,343161.0,342646.0,343191.0,342415.0,342266.0,342309.0,344942.0,345415.0,344472.0,350197.0,357522.0,374300.0,375978.0,373482.0,373322.0,374429.0,396808.0,392775.0,392549.0,391893.0,401620.0,407864.0,409347.0,428413.0
1.02.01,Ativo Realizável a Longo Prazo,15283.0,16067.0,16538.0,14312.0,14186.0,13344.0,10515.0,10439.0,10723.0,10797.0,10982.0,9088.0,9377.0,9328.0,9158.0,9166.0,9269.0,11336.0,11719.0,35569.0,32168.0,33436.0,33635.0,39090.0,37747.0,37578.0,38263.0
1.02.02,Investimentos,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
1.02.03,Imobilizado,315000.0,321458.0,326063.0,326570.0,326350.0,327908.0,330030.0,329996.0,329725.0,332271.0,332564.0,333367.0,338837.0,346189.0,363173.0,364831.0,362394.0,360293.0,361082.0,359668.0,359101.0,357759.0,357051.0,361388.0,368931.0,370639.0,389006.0
1.02.04,Intangível,2187.0,2199.0,2323.0,2226.0,2057.0,1886.0,1817.0,1778.0,1808.0,1821.0,1816.0,1964.0,1930.0,1952.0,1916.0,1928.0,1766.0,1640.0,1575.0,1518.0,1453.0,1301.0,1154.0,1089.0,1133.0,1077.0,1091.0
