Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2026T1
Preço de Fechamento Ajustado,4.35,6.16,6.16,6.23,6.23,6.23,6.23,5.85,5.85,5.05,5.05,5.63,5.63,5.63,5.63,5.75,6.17,6.32,6.32,7.71,8.33,8.33,27.38,19.7,27.25,25.61,23.22,3.67
