Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,1999T4,2000T4,2001T4,2002T4,2003T2,2003T4,2004T2,2004T4,2005T2,2008T1,2009T1,2010T2,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2017T4,2018T4,2020T3,2020T4,2021T2,2021T3,2022T2,2025T2
Dividendos + JCP Pagos no Trimestre,28.0,20.0,12.0,12.0,28.0,28.0,30.0,30.0,1.5,23.0,1.15,23.0,1.15,0.084,2.1,1.26,2.478,0.378,0.3675,0.4515,0.378,0.189,0.378,0.42,0.273,0.5943,0.21,0.1806,0.252,0.021
