especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,145031080,145031080,145031080,145031080,145031080,145031080,145031080,145031080,145031080,145031080,1054090460,1054090460,1054090460,1300347300,1300347300,ON
PN,128624295,128624295,128624295,128624295,128624295,128624295,128624295,128624295,128624295,128624295,1682463290,1682463290,1682463290,1682463291,1682463291,PN
TOTAL,273655375,273655375,273655375,273655375,273655375,273655375,273655375,273655375,273655375,273655375,2736553750,2736553750,2736553750,2982810591,2982810591,TOTAL
