Dividendos_Pagos,1996T2,1997T2,1997T4,1998T1,1999T1,2000T1,2000T4,2001T1,2001T4,2002T2,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2009T4,2010T2,2010T3,2011T2,2011T3,2012T2,2013T1,2013T2,2013T4,2014T2,2014T4,2015T2,2016T2,2017T2,2017T4,2018T2,2018T4,2019T2,2019T4,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T2,2022T4,2023T2,2023T3,2024T2,2024T3,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.2106,1.4504,0.8335,0.8418,1.5209,1.3978,1.1041,0.6607,0.8944,1.0064,1.3692,1.9731,2.1708,3.4744,3.5905,3.5471,1.8764,1.5798,0.9494,3.6345,2.5222,3.0867,3.5315,0.9578,3.6303,3.0021,4.2528,2.8346,4.917,6.5986,4.8356,0.1717,4.9384,0.7232,8.6558,2.3912,9.0186,1.6836,0.6862,4.2533,0.8384,4.0521,2.8718,0.0824,2.6146,0.2332,0.4926,0.6093,1.2752,0.825
