Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
CPLE3,Preço de Fechamento Ajustado,1.41,1.31,1.3,1.46,1.52,1.49,1.2,1.32,1.4,1.57,1.13,1.03,1.03,0.88,0.95,0.99,0.96,1.08,1.07,1.21,1.12,1.19,1.09,0.81,0.93,1.07,1.13,1.02,1.39,1.1,1.35,1.24,1.4,1.17,1.22,1.88,2.02,2.98,3.25,4.54,3.83,3.97,3.79,4.78,4.78,3.89,4.66,4.63,5.23,5.28,5.14,5.94,5.39,7.11,7.27,8.51,7.76,7.47,8.28,7.72,8.78,10.92,11.32
CPLE5,Preço de Fechamento Ajustado,0.69,0.71,0.71,1.11,1.11,1.11,1.13,1.11,1.11,1.21,1.21,1.21,1.39,1.06,1.06,1.08,1.08,1.13,1.13,1.19,1.19,1.43,1.43,1.43,1.43,1.55,1.55,1.55,1.55,1.68,1.68,1.68,1.84,1.44,1.44,1.61,1.61,1.61,1.61,1.88,1.88,2.89,4.31,4.55,4.55,39.99,42.54,30.97,21.57,19.38,29.07,20.62,18.29,24.04,22.78,21.92,19.75,15.02,13.86,9.96,10.93,14.0,13.1
CPLE6,Preço de Fechamento Ajustado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
