cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,272871.000,289484.000,304978.000,323326.000,306799.000,337367.000,340870.000,360596.000,358707.000,372349.000,385863.000,407081.000,397785.000,428055.000,453633.000,460947.000,443192.000,465188.000,465555.000,513141.000,472196.000,476580.000,501432.000,535818.000,528901.000,507668.000,522863.000,569300.000,546164.000,552206.000,570789.000,589087.000,570408.000,586440.000,613465.000,661933.000,637820.000,540866.000,689462.000,856532.000,692964.000,623563.000,699048.000,803535.000,752338.000,776767.000,802473.000,893830.000,901550.000,986276.000,1017044.000,1085605.000,1027411.000,1081375.000,1130149.000,1222082.000,1226103.000,1133521.000,1236065.000,1346773.000,1258688.000,1313746.000,1373996.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-215171.000,-225827.000,-241146.000,-252205.000,-238670.000,-262151.000,-267081.000,-287297.000,-282379.000,-287853.000,-297274.000,-313772.000,-310955.000,-332182.000,-354333.000,-360929.000,-348354.000,-349110.000,-363611.000,-406595.000,-371185.000,-360564.000,-388994.000,-413711.000,-403687.000,-369725.000,-396925.000,-438110.000,-414038.000,-416983.000,-437776.000,-452939.000,-436327.000,-444303.000,-466667.000,-368955.000,-451295.000,-344367.000,-486072.000,-634033.000,-493190.000,-441591.000,-493086.000,-567548.000,-519264.000,-536092.000,-560600.000,-620853.000,-626076.000,-670932.000,-701903.000,-749026.000,-713653.000,-737630.000,-787344.000,-845182.000,-832092.000,-770110.000,-846024.000,-922970.000,-857593.000,-880241.000,-926961.000
3.03,Resultado Bruto,57700.000,63657.000,63832.000,71121.000,68129.000,75216.000,73789.000,73299.000,76328.000,84496.000,88589.000,93309.000,86830.000,95873.000,99300.000,100018.000,94838.000,116078.000,101944.000,106546.000,101011.000,116016.000,112438.000,122107.000,125214.000,137943.000,125938.000,131190.000,132126.000,135223.000,133013.000,136148.000,134081.000,142137.000,146798.000,292978.000,186525.000,196499.000,203390.000,222499.000,199774.000,181972.000,205962.000,235987.000,233074.000,240675.000,241873.000,272977.000,275474.000,315344.000,315141.000,336579.000,313758.000,343745.000,342805.000,376900.000,394011.000,363411.000,390041.000,423803.000,401095.000,433505.000,447035.000
3.04,Despesas/Receitas Operacionais,-46313.000,-50024.000,-47542.000,-58815.000,-53491.000,-58909.000,-55908.000,-64880.000,-60950.000,-65893.000,-68690.000,-78397.000,-72428.000,-72313.000,-71998.000,-87855.000,-80957.000,-93596.000,-83993.000,-84538.000,-87940.000,-91900.000,-89319.000,-98288.000,-104388.000,-113560.000,-102187.000,-108563.000,-106828.000,-107747.000,-108784.000,-119229.000,-114190.000,-115893.000,-115707.000,-258588.000,-162318.000,-163099.000,-168565.000,-195161.000,-171569.000,-169677.000,-180872.000,-209418.000,-207965.000,-214721.000,-217331.000,-247053.000,-249632.000,-274548.000,-280827.000,-300246.000,-276195.000,-303536.000,-300203.000,-330701.000,-343719.000,-340403.000,-326874.000,-364991.000,-347766.000,-378410.000,-377752.000
3.04.02,Despesas Gerais e Administrativas,-5328.000,-6532.000,-6085.000,-6350.000,-6385.000,-6988.000,-7488.000,-8683.000,-7955.000,-8860.000,-9532.000,-13205.000,-9732.000,-9573.000,-10331.000,-15434.000,-10089.000,-10692.000,-12447.000,-15801.000,-11716.000,-12297.000,-13510.000,-14910.000,-13440.000,-15269.000,-15802.000,-17605.000,-13490.000,-13909.000,-14306.000,-16697.000,-12841.000,-13054.000,-14005.000,-16447.000,-13085.000,-15465.000,-15049.000,-20432.000,-15945.000,-15375.000,-19229.000,-23551.000,-23270.000,-24264.000,-21048.000,-26597.000,-23874.000,-26158.000,-28695.000,-31023.000,-27350.000,-33166.000,-34003.000,-38389.000,-37982.000,-44203.000,-36994.000,-40681.000,-42866.000,-48438.000,-41036.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,11387.000,13633.000,16290.000,12306.000,14638.000,16307.000,17881.000,8419.000,15378.000,18603.000,19899.000,14912.000,14402.000,23560.000,27302.000,12163.000,13881.000,22482.000,17951.000,22008.000,13071.000,24116.000,23119.000,23819.000,20826.000,24383.000,23751.000,22627.000,25298.000,27476.000,24229.000,16919.000,19891.000,26244.000,31091.000,34390.000,24207.000,33400.000,34825.000,27338.000,28205.000,12295.000,25090.000,26569.000,25109.000,25954.000,24542.000,25924.000,25842.000,40796.000,34314.000,36333.000,37563.000,40209.000,42602.000,46199.000,50292.000,23008.000,63167.000,58812.000,53329.000,55095.000,69283.000
3.06,Resultado Financeiro,-1304.000,-2361.000,-2344.000,-4377.000,-2503.000,-2965.000,-2379.000,2171.000,-411.000,-1362.000,-1491.000,-934.000,-583.000,-2779.000,-2977.000,211.000,-3272.000,-2699.000,-4243.000,-4598.000,-4251.000,-5553.000,-7163.000,-5157.000,-5269.000,-3757.000,-4979.000,-4870.000,-5035.000,-5081.000,-5101.000,-4760.000,-4240.000,-4277.000,-5127.000,-5351.000,-8491.000,-10535.000,-10356.000,-9547.000,-9410.000,-11406.000,-7095.000,-10944.000,1237.000,-3342.000,-8205.000,-7980.000,-11172.000,-16015.000,-15595.000,-16073.000,-18386.000,-19145.000,-18983.000,-18475.000,-21253.000,-17776.000,-21430.000,-22256.000,-24057.000,-27489.000,-27509.000
3.06.01,Receitas Financeiras,1202.000,730.000,1826.000,1053.000,1173.000,1022.000,1411.000,1196.000,1320.000,901.000,1066.000,1946.000,935.000,707.000,890.000,1048.000,805.000,2249.000,1203.000,1956.000,1690.000,1101.000,1870.000,1613.000,1517.000,1795.000,1540.000,1042.000,640.000,439.000,377.000,1250.000,595.000,774.000,289.000,419.000,555.000,959.000,1584.000,691.000,491.000,6860.000,5989.000,4842.000,9300.000,6977.000,3394.000,5947.000,4361.000,3486.000,6539.000,6043.000,6462.000,8404.000,12786.000,9969.000,8934.000,18840.000,12816.000,20911.000,19490.000,10668.000,12583.000
