Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1997T4,1998T3,1998T4,1999T1,1999T3,1999T4,2000T4,2001T1,2001T3,2001T4,2002T3,2002T4,2003T3,2003T4,2004T3,2004T4,2005T3,2005T4,2006T3,2006T4,2007T3,2007T4,2008T3,2008T4,2009T3,2009T4,2010T3,2010T4,2011T3,2011T4,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T3,2016T4,2017T3,2017T4,2018T3,2018T4,2019T2,2019T4,2020T4,2021T3,2021T4,2022T3,2022T4,2023T3,2023T4,2024T2,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.78,0.6,0.9,0.76,0.693,0.637,0.42,0.1388,0.672,0.252,0.2948,0.17,0.4973,0.6919,0.5036,0.7833,0.7789,0.9576,0.6174,1.1382,0.7468,1.0229,0.8883,1.0676,0.8935,1.0762,0.8976,1.0773,1.5332,2.2642,1.5891,2.4982,1.8184,2.8209,2.2758,2.9132,0.532,2.2764,3.0435,0.7565,2.2795,3.1924,0.3883,2.2808,4.1055,2.9651,4.5617,3.33,4.654,3.525,5.6633,3.8998,6.69,0.2856,0.0399,0.1347,0.0538,0.1683,0.0537,0.1979,0.1498,0.1856,0.0872,0.0905,0.0201
