cd_conta,ds_conta,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,250753.0,224885.0,305167.0,266856.0,241252.0,282879.0,302895.0,270652.0,276419.0,258756.0,348500.0,348501.0,393054.0,291001.0,348781.0,326695.0,317399.0,286675.0,346182.0,426667.0,385293.0,463877.0,517324.0,510854.0,679158.0,682141.0,737738.0,917618.0,769499.0,714161.0,716374.0,626128.0,550921.0,541712.0,509489.0,522027.0,597723.0,607465.0,549849.0,639441.0,542568.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-143021.0,-131008.0,-232278.0,-263314.0,-231554.0,-195294.0,-183001.0,-179970.0,-203305.0,-150652.0,-237994.0,-218813.0,-231781.0,-209747.0,-253705.0,-251568.0,-275076.0,-240719.0,-279019.0,-293403.0,-272690.0,-333010.0,-350121.0,-296467.0,-386778.0,-322659.0,-376831.0,-429505.0,-417236.0,-462515.0,-495861.0,-459592.0,-438552.0,-435473.0,-412061.0,-402764.0,-463863.0,-486812.0,-475566.0,-551323.0,-421930.0
3.03,Resultado Bruto,107732.0,93877.0,72889.0,3542.0,9698.0,87585.0,119894.0,90682.0,73114.0,108104.0,110506.0,129688.0,161273.0,81254.0,95076.0,75127.0,42323.0,45956.0,67163.0,133264.0,112603.0,130867.0,167203.0,214387.0,292380.0,359482.0,360907.0,488113.0,352263.0,251646.0,220513.0,166536.0,112369.0,106239.0,97428.0,119263.0,133860.0,120653.0,74283.0,88118.0,120638.0
3.04,Despesas/Receitas Operacionais,-30493.0,-29566.0,-37173.0,-37010.0,-41562.0,-53155.0,-39563.0,-29770.0,-32736.0,-43711.0,-37107.0,-37804.0,-30858.0,-1378.0,-41216.0,-40524.0,-53867.0,-56367.0,-36564.0,-43662.0,-33841.0,-50933.0,-47968.0,-45565.0,-65235.0,-73842.0,-47037.0,-79812.0,-60430.0,-104681.0,-78663.0,-68556.0,-64885.0,-89822.0,-63234.0,-70688.0,-69320.0,-96033.0,-73259.0,-82080.0,-84996.0
3.04.02,Despesas Gerais e Administrativas,-23927.0,-22516.0,-20328.0,-15759.0,-19990.0,-32294.0,-26174.0,-25703.0,-26863.0,-39856.0,-29492.0,-33685.0,-38440.0,-34306.0,-30533.0,-30109.0,-40553.0,-26216.0,-23383.0,-25991.0,-24578.0,-35130.0,-31745.0,-37196.0,-50358.0,-56820.0,-53347.0,-57905.0,-33744.0,-72418.0,-52262.0,-54272.0,-49442.0,-54055.0,-47464.0,-48208.0,-63005.0,-59546.0,-46401.0,-48098.0,-54358.0
3.04.05,Outras Despesas Operacionais,-3911.0,-4448.0,-22960.0,-27780.0,-28749.0,-20592.0,-18059.0,-25792.0,-26707.0,-65790.0,-15740.0,-11919.0,-21588.0,-32234.0,-8911.0,-14867.0,-45793.0,-39264.0,-13792.0,-17618.0,-6924.0,-16327.0,-11202.0,-10895.0,-7765.0,-16328.0,-12498.0,-18881.0,-25053.0,-35915.0,-24301.0,-10908.0,-11794.0,-46111.0,-13637.0,-24136.0,-29390.0,-65744.0,-29790.0,-41869.0,-44883.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,77239.0,64311.0,35716.0,-33468.0,-31864.0,34430.0,80331.0,60912.0,40378.0,64393.0,73399.0,91884.0,192131.0,18160.0,53860.0,34603.0,96190.0,-5411.0,30599.0,89602.0,78762.0,79934.0,119235.0,168822.0,227145.0,285640.0,313870.0,408301.0,291833.0,146965.0,141850.0,97980.0,47484.0,16417.0,34194.0,48575.0,64540.0,24620.0,1024.0,6038.0,35642.0
3.06,Resultado Financeiro,14345.0,-28202.0,-14528.0,3681.0,22498.0,25436.0,22020.0,16400.0,16019.0,8435.0,7660.0,-4333.0,-15822.0,-13179.0,1680.0,-899.0,83313.0,-7956.0,-23188.0,-62353.0,-69362.0,-52129.0,-47805.0,-36453.0,-3694.0,-11229.0,-12738.0,29666.0,31356.0,35109.0,23256.0,29505.0,36225.0,26920.0,27706.0,21474.0,25252.0,73474.0,38718.0,23912.0,23789.0
