cd_conta,ds_conta,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.06.01,Receitas Financeiras,8340.0,11130.0,14559.0,13842.0,35755.0,41231.0,26516.0,18493.0,18277.0,12366.0,11126.0,13812.0,14860.0,9122.0,17866.0,14854.0,101722.0,8718.0,13889.0,21197.0,14068.0,17536.0,9984.0,11254.0,29371.0,29732.0,35948.0,61631.0,53679.0,57506.0,43413.0,50436.0,50720.0,44721.0,38355.0,41246.0,49181.0,114544.0,70089.0,51043.0,48057.0
3.06.02,Despesas Financeiras,-6005.0,-39332.0,-29087.0,-10161.0,-13257.0,-15795.0,-4496.0,-2093.0,-2258.0,-3931.0,-3466.0,-18145.0,-30682.0,-22301.0,-16186.0,-15753.0,-18409.0,-16674.0,-37077.0,-83550.0,-83430.0,-69665.0,-57789.0,-47707.0,-33065.0,-40961.0,-48686.0,-31965.0,-22323.0,-22397.0,-20157.0,-20931.0,-14495.0,-17801.0,-10649.0,-19772.0,-23929.0,-41070.0,-31371.0,-27131.0,-24268.0
3.07,Resultado Antes dos Tributos sobre o Lucro,91584.0,36109.0,21188.0,-29787.0,-9366.0,59866.0,102351.0,77312.0,56397.0,72828.0,81059.0,87551.0,176309.0,4981.0,55540.0,33704.0,179503.0,-13367.0,7411.0,27249.0,9400.0,27805.0,71430.0,132369.0,223451.0,274411.0,301132.0,437967.0,323189.0,182074.0,165106.0,127485.0,83709.0,43337.0,61900.0,70049.0,89792.0,98094.0,39742.0,29950.0,59431.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-12223.0,-5615.0,-8599.0,-8491.0,-15922.0,-4731.0,-22226.0,-13527.0,-7994.0,-5121.0,-17567.0,-11120.0,-27051.0,-15026.0,-9481.0,-1915.0,-34812.0,-12361.0,-7977.0,-5716.0,-2154.0,-13996.0,-12395.0,-18105.0,-9583.0,-18671.0,-48867.0,-57060.0,-45879.0,-30082.0,-33546.0,-5710.0,-9182.0,-11686.0,-20695.0,-13318.0,-13759.0,-39853.0,-15494.0,-11261.0,-13472.0
3.09,Resultado Líquido das Operações Continuadas,79361.0,41724.0,12589.0,21296.0,6556.0,29741.0,80125.0,63785.0,64391.0,61961.0,63492.0,76431.0,149258.0,20007.0,46059.0,31789.0,144691.0,-1006.0,566.0,21533.0,11554.0,36361.0,59035.0,114264.0,233034.0,236574.0,252265.0,380907.0,277310.0,151992.0,131560.0,121775.0,74527.0,55023.0,41205.0,56731.0,103551.0,126267.0,24248.0,18689.0,45959.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,79361.0,41724.0,12589.0,21296.0,6556.0,29741.0,80125.0,63785.0,64391.0,61961.0,63492.0,76431.0,149258.0,20007.0,46059.0,31789.0,144691.0,-1006.0,566.0,21533.0,11554.0,36361.0,59035.0,114264.0,233034.0,236574.0,252265.0,380907.0,277310.0,151992.0,131560.0,121775.0,74527.0,55023.0,41205.0,56731.0,103551.0,126267.0,24248.0,18689.0,45959.0
3.11.01,Atribuído a Sócios da Empresa Controladora,79263.0,41592.0,12478.0,-21428.0,6416.0,72194.0,79999.0,63665.0,64274.0,61914.0,63404.0,76333.0,149157.0,19905.0,45964.0,31697.0,144599.0,-1084.0,-637.0,21472.0,11497.0,37440.0,58989.0,114396.0,232969.0,236524.0,252229.0,380853.0,277255.0,151939.0,131504.0,121717.0,74463.0,54965.0,41146.0,56669.0,103485.0,126205.0,24183.0,18616.0,45881.0
3.11.02,Atribuído a Sócios Não Controladores,98.0,132.0,111.0,132.0,140.0,139.0,126.0,120.0,117.0,47.0,88.0,98.0,101.0,102.0,95.0,92.0,92.0,78.0,71.0,61.0,57.0,53.0,46.0,-132.0,65.0,50.0,36.0,54.0,55.0,53.0,56.0,58.0,64.0,58.0,59.0,62.0,66.0,62.0,65.0,73.0,78.0
3.99,Lucro por Ação (Reais/Ação),1.8283,0.9782,0.2996,-0.5069,0.1518,1.6811,1.85292,1.4746,1.4887,1.43405,1.46855,1.76801,3.46,0.45584,1.06461,0.73416,3.34919,-0.02512,-0.01,0.49734,0.26628,0.86243,1.3663,2.64962,5.39599,5.47833,5.84209,8.82125,6.42174,3.51919,3.04588,2.81919,1.72469,1.2731,0.95302,0.32814,0.59923,0.01601,0.06865718,0.10821,0.26763
