Preço_Fechamento,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,1.19,1.26,1.53,1.51,1.53,1.89,1.69,1.88,2.74,3.3,4.73,4.34,4.56,4.46,5.5,5.39,5.65,6.38,3.83,5.63,5.17,6.2,7.54,10.85,10.34,11.39,10.04,10.46,11.46,13.1,12.54,13.02,12.7,14.13,14.5,12.78,12.15,10.77,11.58,10.9,10.85,6.75
