Dividendos_Pagos,2004T4,2005T4,2006T4,2007T4,2008T4,2009T4,2010T4,2011T1,2011T4,2012T1,2012T4,2013T1,2013T4,2014T1,2014T4,2015T1,2015T4,2016T1,2016T4,2017T2,2017T4,2018T1,2018T2,2018T4,2019T1,2019T2,2019T4,2020T1,2020T2,2020T4,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.81,1.1614,2.0,1.8458,0.4475,0.4753,0.5402,0.2658,0.7852,0.1827,0.7968,0.3687,0.7411,1.9736,0.8302,0.6362,1.1074,0.1416,1.1865,0.7535,0.7491,0.0851,2.2541,1.6981,0.7697,0.7146,0.6371,0.9849,0.5968,0.5596,1.6432,0.6915,0.2773,0.4475,0.6233,0.0878,0.5894,0.2917,0.5302,0.393,0.3192,0.4098,0.4211,1.0385,0.4832,0.5338,0.5376
