Dividendos_Pagos,2011T2,2013T2,2016T2,2016T3,2017T1,2017T2,2017T4,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T1,2020T2,2020T4,2021T1,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1206,0.163,0.25,0.25,0.6,1.3514,0.92,0.212,0.2054,0.5508,0.2547,0.2556,0.5596,0.2939,0.2935,0.5858,0.3088,0.6162,0.3088,0.3088,0.3078,0.3077,0.3077,0.3079,0.6158,0.3077,0.389,0.2923,0.293,0.2908,0.2925,0.2925,0.2925,0.2925
