Preço_Fechamento,2015T1,2015T2,2015T3,2016T1,2016T2,2016T3,2017T1,2017T2,2017T3,2018T1,2018T2,2018T3,2019T1,2019T2,2019T3,2020T1,2020T2,2020T3,2021T1,2021T2,2021T3,2022T1,2022T2,2022T3,2023T1,2023T2,2023T3,2024T1,2024T2,2024T3,2025T1,2025T2,2025T3
Preço de Fechamento Ajustado,9.2,8.92,7.71,9.43,9.17,10.88,13.25,12.86,15.34,19.07,15.01,16.74,20.62,21.74,21.51,14.67,16.2,14.38,18.14,19.43,18.95,18.31,15.13,18.99,17.34,20.14,19.51,26.13,24.69,27.76,28.18,33.51,35.83
