Ticker,Preço_Fechamento,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
JALL3,Preço de Fechamento Ajustado,,,,,,,,6.98,9.05,8.47,9.55,9.05,7.01,6.69,7.17,6.34,7.06,8.48,7.76,7.82,6.72,6.48,4.64,4.01,3.85,2.74,2.93
