Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,9.3,9.83,9.3,7.75,8.2,6.48,4.2,4.29,1.5,2.19,1.56,1.17,4.95,4.59,4.78,4.5,3.36,2.98,2.21,3.02,3.45,3.4,4.6
