cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,2398688.0,3142219.0,3480095.0,2697105.0,2730938.0,2662034.0,2600063.0,2575218.0,2529428.0,2570889.0,2607597.0,2564006.0,2708958.0,2674965.0,2574611.0,2515092.0,2490240.0,2656070.0,2636881.0,2507306.0,2452535.0,2606990.0,2589107.0
1.01,Ativo Circulante,232595.0,446817.0,481601.0,202979.0,239067.0,240068.0,238901.0,276892.0,209760.0,225373.0,293216.0,274860.0,442380.0,434063.0,363598.0,338698.0,311169.0,499030.0,512995.0,438646.0,395495.0,558443.0,553231.0
1.01.01,Caixa e Equivalentes de Caixa,89397.0,287927.0,316079.0,42109.0,105320.0,72198.0,64826.0,96400.0,37350.0,52904.0,118342.0,137413.0,306632.0,296341.0,231150.0,189524.0,135555.0,304402.0,271687.0,217996.0,169560.0,323674.0,337575.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,45260.0,37133.0,45168.0,49942.0,41556.0,50847.0,56391.0,57087.0,50591.0,56390.0,64420.0,67600.0,76735.0,84966.0,86953.0,92712.0,117271.0,130716.0,167183.0,153426.0,158448.0,165758.0,141665.0
1.01.04,Estoques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,48304.0,54411.0,54360.0,49415.0,49058.0,50940.0,49097.0,43948.0,35138.0,34072.0,37826.0,42044.0,33672.0,28610.0,30695.0,37868.0,37865.0,38049.0,33976.0,37298.0,39811.0,42155.0,44403.0
1.01.07,Despesas Antecipadas,9597.0,6579.0,6015.0,4035.0,10859.0,9132.0,7426.0,6013.0,9860.0,9121.0,6841.0,6280.0,10311.0,9436.0,5293.0,7444.0,12092.0,10507.0,7361.0,8992.0,12922.0,13354.0,12763.0
1.01.08,Outros Ativos Circulantes,40037.0,60767.0,59979.0,57478.0,32274.0,56951.0,61161.0,73444.0,76821.0,72886.0,65787.0,21523.0,15030.0,14710.0,9507.0,11150.0,8386.0,15356.0,32788.0,20934.0,14754.0,13502.0,16825.0
1.02,Ativo Não Circulante,2166093.0,2695402.0,2998494.0,2494126.0,2491871.0,2421966.0,2361162.0,2298326.0,2319668.0,2345516.0,2314381.0,2289146.0,2266578.0,2240902.0,2211013.0,2176394.0,2179071.0,2157040.0,2123886.0,2068660.0,2057040.0,2048547.0,2035876.0
1.02.01,Ativo Realizável a Longo Prazo,48022.0,46836.0,46622.0,62183.0,91040.0,68224.0,59746.0,85452.0,83197.0,82651.0,79140.0,96898.0,70529.0,78809.0,81347.0,61025.0,57385.0,59999.0,56812.0,49772.0,50431.0,51330.0,39397.0
1.02.02,Investimentos,36066.0,35014.0,34144.0,33958.0,32224.0,30727.0,29948.0,29062.0,27444.0,25847.0,24750.0,10053.0,9709.0,9872.0,9489.0,9103.0,8949.0,10129.0,13581.0,12925.0,13072.0,11914.0,12452.0
1.02.03,Imobilizado,1186568.0,1143018.0,1107694.0,747749.0,732341.0,707930.0,687953.0,626112.0,637678.0,623827.0,613213.0,608124.0,611758.0,602934.0,598779.0,607982.0,619436.0,612306.0,607097.0,607950.0,604303.0,617509.0,631419.0
1.02.04,Intangível,895437.0,1470534.0,1810034.0,1650236.0,1636266.0,1615085.0,1583515.0,1557700.0,1571349.0,1613191.0,1597278.0,1574071.0,1574582.0,1549287.0,1521398.0,1498284.0,1493301.0,1474606.0,1446396.0,1398013.0,1389234.0,1367794.0,1352608.0
