Dividendos_Pagos,2018T1,2018T2,2018T3,2019T1,2019T2,2019T3,2020T1,2020T3,2021T1,2021T3,2022T1,2022T2,2022T3,2023T1,2023T3,2024T1,2024T3,2025T1,2025T3
Dividendos + JCP Pagos no Trimestre,0.5346,0.0437,0.5336,0.5588,0.3273,0.5834,0.5234,0.5048,0.4882,0.5061,0.5855,0.0593,0.5166,0.9327,0.9006,0.6148,0.7505,0.8001,1.4082
