Preço_Fechamento,2020T2,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,6.26,5.7,4.09,3.73,3.44,4.19,3.43,4.01,2.95,3.1,2.16,1.65,1.02,0.81
