Dividendos_Pagos,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3
Dividendos + JCP Pagos no Trimestre,0.0162,0.022,0.0278,0.0316,0.089,0.0891,0.0242,0.1532,0.0162,0.01
