Dividendos_Pagos,2007T3,2008T1,2008T3,2009T4,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T2,2013T3,2014T1,2014T3,2015T2,2016T1,2016T3,2017T1,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2020T3,2021T1,2021T3,2021T4,2022T3,2023T1,2023T3,2023T4,2024T3,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.63,0.84,0.546,0.16,0.231,0.392,0.231,0.392,0.28,0.392,0.721,0.2289,0.1631,0.574,0.392,1.323,0.4004,0.161,0.4004,0.392,0.7,0.392,1.12,0.392,0.448,0.392,1.54,0.91,3.08,1.624,1.12,0.98,1.4,1.4,2.66,1.4,0.9816
