cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
2,Passivo Total,445745.0,446405.0,428023.0,423235.0,425576.0,428280.0,420764.0,435999.0,453525.0,469660.0,487629.0,513960.0,525546.0,529767.0,510283.0,629334.0,624687.0,615179.0,612741.0,597626.0,642049.0,634669.0,636391.0,649628.0,715490.0,715835.0,698125.0,671512.0,646101.0,641258.0,618750.0,625465.0,570994.0,552955.0,632088.0,620276.0,594154.0,587596.0,648538.0
2.01,Passivo Circulante,125201.0,144727.0,135356.0,141916.0,145088.0,157438.0,149461.0,150600.0,173336.0,166315.0,174533.0,182697.0,197132.0,264163.0,200234.0,224707.0,240374.0,224934.0,221857.0,194191.0,216134.0,262445.0,269300.0,263255.0,333631.0,306814.0,262999.0,255122.0,226129.0,225569.0,227349.0,225216.0,203371.0,138426.0,141230.0,268445.0,271475.0,301087.0,320703.0
2.01.01,Obrigações Sociais e Trabalhistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.02,Fornecedores,26764.0,45388.0,28955.0,15358.0,30463.0,22937.0,31289.0,12901.0,27141.0,25871.0,22440.0,23086.0,37279.0,19535.0,22425.0,17451.0,18585.0,33607.0,32254.0,42378.0,46637.0,51135.0,55659.0,42625.0,112658.0,126251.0,90365.0,84646.0,64092.0,54809.0,54876.0,42701.0,46941.0,52117.0,48459.0,50186.0,56152.0,65412.0,78321.0
2.01.03,Obrigações Fiscais,11748.0,13233.0,11011.0,8786.0,9741.0,12033.0,14459.0,9875.0,11706.0,13312.0,15295.0,12031.0,12764.0,14016.0,15390.0,12275.0,12706.0,14463.0,15466.0,13085.0,13809.0,18584.0,20551.0,15865.0,15596.0,18910.0,18895.0,19865.0,20958.0,29478.0,42262.0,52155.0,56071.0,32724.0,35399.0,34654.0,40559.0,48258.0,47579.0
2.01.04,Empréstimos e Financiamentos,83399.0,82966.0,92560.0,114603.0,101118.0,118961.0,100198.0,123867.0,130419.0,122471.0,130149.0,136093.0,136956.0,146578.0,153536.0,173856.0,186705.0,157848.0,159247.0,128825.0,144875.0,178615.0,176241.0,189822.0,189445.0,146492.0,139403.0,136885.0,127608.0,128852.0,119025.0,122889.0,92972.0,47881.0,50394.0,177196.0,167185.0,179585.0,185160.0
2.01.05,Outras Obrigações,3290.0,3140.0,2830.0,3169.0,3766.0,3507.0,3515.0,3957.0,4070.0,4661.0,6649.0,11487.0,10133.0,84034.0,8883.0,21125.0,22378.0,19016.0,14890.0,9903.0,10813.0,14111.0,16849.0,14943.0,15932.0,15161.0,14336.0,13726.0,13471.0,12430.0,11186.0,7471.0,7387.0,5704.0,6978.0,6409.0,7579.0,7832.0,9643.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,49503.0,34007.0,32725.0,30769.0,30829.0,23999.0,25899.0,37979.0,31680.0,52459.0,52645.0,68622.0,57935.0,65974.0,104617.0,127014.0,107992.0,108024.0,104204.0,115193.0,134686.0,88703.0,81630.0,103080.0,95913.0,108261.0,114640.0,111406.0,118531.0,126506.0,111828.0,88899.0,86667.0,161277.0,260346.0,135066.0,144535.0,155784.0,185149.0
2.02.01,Empréstimos e Financiamentos,37447.0,20958.0,20563.0,20168.0,19773.0,14045.0,15810.0,27348.0,21017.0,41728.0,40191.0,56676.0,46114.0,59047.0,100360.0,112828.0,95022.0,91225.0,90550.0,89386.0,71801.0,66374.0,60337.0,73310.0,49392.0,70404.0,70901.0,57601.0,54477.0,61352.0,46087.0,36170.0,30646.0,68658.0,159555.0,35983.0,38896.0,37724.0,33786.0
2.02.02,Outras Obrigações,3761.0,4361.0,3437.0,3549.0,4532.0,3528.0,3629.0,3996.0,4051.0,4144.0,5847.0,5213.0,5088.0,203.0,151.0,1926.0,4160.0,7054.0,3221.0,16655.0,54233.0,16713.0,16823.0,25293.0,42042.0,33496.0,39355.0,44515.0,55747.0,57409.0,59377.0,43258.0,46113.0,80159.0,87277.0,73838.0,75707.0,84472.0,111972.0
2.02.03,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126.0,5425.0,6530.0,7196.0,6996.0,6411.0,3353.0,2341.0,2345.0,2345.0,2215.0,2216.0,2105.0,2105.0,2058.0,2058.0,5143.0,5143.0,5143.0,5092.0,5166.0,5166.0,5166.0,5166.0
