Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2026T1
Preço de Fechamento Ajustado,10.41,7.88,7.03,8.26,8.09,5.27,6.58,5.66,8.26,7.52,10.2,12.9,14.14,17.91,20.12,23.73,25.45,26.53,28.96,34.65,26.8,37.08,37.11,39.29,40.06,47.05,36.03,29.5,30.9,23.2,22.88,10.6,6.0,16.4,11.0,20.88,12.12,8.68,10.92,2.13
