cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
1,Ativo Total,445745.0,446405.0,428023.0,423235.0,425576.0,428280.0,420764.0,435999.0,453525.0,469660.0,487629.0,513960.0,525546.0,529767.0,510283.0,629334.0,624687.0,615179.0,612741.0,597626.0,642049.0,634669.0,636391.0,649628.0,715490.0,715835.0,698125.0,671512.0,646101.0,641258.0,618750.0,625465.0,570994.0,552955.0,632088.0,620276.0,594154.0,587596.0,648538.0
1.01,Ativo Circulante,237910.0,252329.0,230688.0,221688.0,227794.0,230007.0,216576.0,198846.0,199970.0,193169.0,192096.0,211794.0,226321.0,306736.0,273924.0,277103.0,276610.0,260255.0,269370.0,264051.0,306898.0,281228.0,289245.0,266727.0,310532.0,319658.0,281348.0,274414.0,242034.0,213852.0,191447.0,176556.0,119356.0,110682.0,192847.0,132188.0,98474.0,90850.0,106290.0
1.01.01,Caixa e Equivalentes de Caixa,7286.0,12044.0,7870.0,7938.0,6240.0,12435.0,8631.0,12295.0,17631.0,7252.0,6268.0,14788.0,17912.0,16714.0,3414.0,4581.0,8467.0,9198.0,9569.0,11473.0,12654.0,12518.0,16434.0,12837.0,11206.0,22552.0,17646.0,33392.0,10702.0,32763.0,36923.0,26872.0,1982.0,1958.0,33751.0,27586.0,16727.0,7087.0,4432.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.0,1968.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,119231.0,119117.0,98147.0,85879.0,102837.0,108389.0,107725.0,101631.0,102278.0,106393.0,109819.0,97038.0,95610.0,105735.0,117679.0,113579.0,124685.0,128378.0,129406.0,116770.0,144415.0,117871.0,133177.0,114904.0,141230.0,158526.0,159637.0,119235.0,130611.0,87607.0,84848.0,50868.0,12825.0,7591.0,46182.0,38456.0,13075.0,13351.0,11363.0
1.01.04,Estoques,96084.0,104686.0,106591.0,107836.0,97999.0,89223.0,77302.0,70780.0,68024.0,69331.0,66444.0,87796.0,99188.0,93092.0,112693.0,118966.0,110796.0,115090.0,113172.0,116515.0,117393.0,125793.0,101832.0,100339.0,115350.0,91498.0,85975.0,102140.0,84474.0,83159.0,60279.0,47491.0,50260.0,49023.0,56456.0,51740.0,51311.0,52609.0,74779.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,4201.0,6249.0,7354.0,7400.0,7632.0,6503.0,7180.0,730.0,726.0,662.0,993.0,4542.0,4632.0,3365.0,3157.0,4956.0,3465.0,3673.0,1744.0,4017.0,17738.0,10872.0,11380.0,8768.0,10922.0,14145.0,9712.0,10762.0,7666.0,6287.0,5292.0,6205.0,8144.0,6557.0,6506.0,8200.0,10728.0,11150.0,11724.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,11108.0,10233.0,10726.0,12635.0,13086.0,13457.0,15738.0,13410.0,11311.0,9531.0,8572.0,7630.0,8979.0,87830.0,36981.0,35021.0,29197.0,3916.0,15479.0,15276.0,14698.0,14174.0,26422.0,29879.0,31824.0,32937.0,6438.0,6917.0,6562.0,4036.0,4105.0,45120.0,46145.0,45553.0,49952.0,6206.0,6633.0,6653.0,3992.0
1.02,Ativo Não Circulante,207835.0,194076.0,197335.0,201547.0,197782.0,198273.0,204188.0,237153.0,253555.0,276491.0,295533.0,302166.0,299225.0,223031.0,236359.0,352231.0,348077.0,354924.0,343371.0,333575.0,335151.0,353441.0,347146.0,382901.0,404958.0,396177.0,416777.0,397098.0,404067.0,427406.0,427303.0,448909.0,451638.0,442273.0,439241.0,488088.0,495680.0,496746.0,542248.0
1.02.01,Ativo Realizável a Longo Prazo,49603.0,37123.0,41656.0,47473.0,45221.0,48448.0,57014.0,90137.0,109582.0,133531.0,153339.0,161994.0,161006.0,86320.0,100693.0,178719.0,175380.0,184337.0,175925.0,167477.0,167008.0,179874.0,168312.0,202057.0,226180.0,236598.0,261224.0,246143.0,255229.0,278790.0,280063.0,258989.0,264763.0,258626.0,258851.0,308675.0,318231.0,321890.0,312580.0
1.02.02,Investimentos,691.0,690.0,690.0,690.0,690.0,690.0,690.0,1778.0,1778.0,1778.0,1738.0,1738.0,1738.0,1738.0,1738.0,39274.0,39274.0,39274.0,37793.0,37804.0,37804.0,37804.0,37804.0,37850.0,37850.0,35911.0,35911.0,34266.0,34266.0,33694.0,33657.0,78389.0,78389.0,77845.0,77093.0,78185.0,78185.0,78185.0,145570.0
1.02.03,Imobilizado,157521.0,156243.0,154969.0,153364.0,151851.0,149116.0,146466.0,145220.0,142177.0,141165.0,140440.0,138418.0,136466.0,134958.0,133914.0,134224.0,131370.0,131300.0,129641.0,128282.0,130328.0,135752.0,141020.0,142984.0,140919.0,123659.0,119634.0,116681.0,114565.0,114915.0,113577.0,111525.0,108481.0,105797.0,103293.0,101224.0,99261.0,96668.0,84096.0
1.02.04,Intangível,20.0,20.0,20.0,20.0,20.0,19.0,18.0,18.0,18.0,17.0,16.0,16.0,15.0,15.0,14.0,14.0,2053.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0
