Dividendos_Pagos,1997T1,1999T4,2000T3,2001T2,2005T3,2006T2,2007T2,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2015T2,2017T4,2018T2,2018T4,2019T2,2020T3,2022T2
Dividendos + JCP Pagos no Trimestre,0.04,0.08,0.08,0.18,0.32,0.4137,0.1146,0.1003,0.192,0.4425,0.16,0.183,0.144,0.2738,0.144,0.3902,0.16,0.4256,0.192,0.5911,0.0185,0.0957,6.5386,0.112,1.0217,0.0974,0.114
