Dividendos_Pagos,2008T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.7093,0.8349,0.4615,0.6385,0.3109,0.3728,0.0088,0.0756,0.0207,0.0406,0.0728,0.1457
