cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,53058.0,58265.0,50907.0,41946.0,39288.0,37549.0,34549.0,37320.0,26203.0,29603.0,28300.0,26913.0,22217.0,26398.0,23112.0,37468.0,25786.0,38884.0,38345.0,44499.0,29680.0,32966.0,50249.0,53875.0,49912.0,59272.0,58874.0,54554.0,43705.0,49294.0,52544.0,49442.0,42282.0,46611.0,44767.0,48493.0,37824.0,45338.0,52439.0,56747.0,48230.0,51242.0,51557.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-15453.0,-15760.0,-13051.0,-11803.0,-8017.0,-8530.0,-8367.0,-7983.0,-7004.0,-8939.0,-7317.0,-7772.0,-4167.0,-6146.0,-5785.0,-10555.0,-6391.0,-5528.0,-5863.0,-6307.0,-5483.0,-5048.0,-5547.0,-8238.0,-7559.0,-9877.0,-10554.0,-11123.0,-8163.0,-10123.0,-9528.0,-10021.0,-7339.0,-7115.0,-6821.0,-6889.0,-5731.0,-6674.0,-8641.0,-10358.0,-13100.0,-10660.0,-9852.0
3.03,Resultado Bruto,37605.0,42505.0,37856.0,30143.0,31271.0,29019.0,26182.0,29337.0,19199.0,20664.0,20983.0,19141.0,18050.0,20252.0,17327.0,26913.0,19395.0,33356.0,32482.0,38192.0,24197.0,27918.0,44702.0,45637.0,42353.0,49395.0,48320.0,43431.0,35542.0,39171.0,43016.0,39421.0,34943.0,39496.0,37946.0,41604.0,32093.0,38664.0,43798.0,46389.0,35130.0,40582.0,41705.0
3.04,Despesas/Receitas Operacionais,-60602.0,-68360.0,-47649.0,-355853.0,-32287.0,-40508.0,-40754.0,-37580.0,-30120.0,-59826.0,-32852.0,-35360.0,-18380.0,-23745.0,-23397.0,-50629.0,-26799.0,-35936.0,-23184.0,-33594.0,-23398.0,-26240.0,-23659.0,-33583.0,-28455.0,-30643.0,-36060.0,-44367.0,-29308.0,-29567.0,-31229.0,-36659.0,-25824.0,-27040.0,-24893.0,-33097.0,-23091.0,-25970.0,-27991.0,-38695.0,-27187.0,-25804.0,-23530.0
3.04.02,Despesas Gerais e Administrativas,-45892.0,-43325.0,-36582.0,-36011.0,-21354.0,-24092.0,-24320.0,-24592.0,-22624.0,-25333.0,-24774.0,-31282.0,-14666.0,-18582.0,-16780.0,-31404.0,-20730.0,-18931.0,-16952.0,-23473.0,-17625.0,-19918.0,-18141.0,-23143.0,-25187.0,-23810.0,-27067.0,-30495.0,-20740.0,-23124.0,-22502.0,-26969.0,-19684.0,-22139.0,-19068.0,-26717.0,-18196.0,-20768.0,-21501.0,-29595.0,-25202.0,-23757.0,-22183.0
3.04.05,Outras Despesas Operacionais,-352.0,-9793.0,-1152.0,-322546.0,-1574.0,-12984.0,-9025.0,-13099.0,-1299.0,-46684.0,-2186.0,-2687.0,-359.0,-1209.0,-1252.0,-9159.0,-806.0,-21499.0,-1572.0,-4367.0,-741.0,-1634.0,-410.0,-3043.0,-368.0,-468.0,-768.0,-4908.0,-469.0,-393.0,-3830.0,-567.0,-521.0,-819.0,-408.0,-1230.0,-420.0,-406.0,-375.0,-2034.0,-459.0,-767.0,-464.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,602.0,416.0,180.0,362.0,430.0,941.0,619.0,388.0,398.0,691.0,309.0,519.0,212.0,1389.0,93.0,371.0,191.0,218.0,394.0,427.0,381.0,198.0,395.0,1123.0,397.0,1903.0,676.0,612.0,628.0,2666.0,1437.0,522.0,884.0,1682.0,720.0,880.0,667.0,1610.0,1054.0,889.0,440.0,1249.0,641.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-22997.0,-25855.0,-9793.0,-325710.0,-1016.0,-11489.0,-14572.0,-8243.0,-10921.0,-39162.0,-11869.0,-16219.0,-330.0,-3493.0,-6070.0,-23716.0,-7404.0,-2580.0,9298.0,4598.0,799.0,1678.0,21043.0,12054.0,13898.0,18752.0,12260.0,-936.0,6234.0,9604.0,11787.0,2762.0,9119.0,12456.0,13053.0,8507.0,9002.0,12694.0,15807.0,7694.0,7943.0,14778.0,18175.0
3.06,Resultado Financeiro,9080.0,17633.0,16033.0,-103851.0,1788.0,4766.0,1386.0,-908.0,10474.0,8232.0,1966.0,11725.0,-320.0,-6747.0,-914.0,-7250.0,7685.0,-4914.0,1356.0,2855.0,-6374.0,-7183.0,-5056.0,12657.0,-6825.0,-16902.0,38879.0,4984.0,1160.0,18095.0,-4452.0,-3134.0,1197.0,-1207.0,11906.0,-6776.0,1191.0,2766.0,-5446.0,2714.0,839.0,9147.0,5459.0
