Dividendos_Pagos,2007T2,2007T4,2008T2,2008T4,2009T1,2009T2,2009T4,2010T2,2011T2,2012T1,2013T2,2014T2,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2018T1,2018T2,2019T2,2020T3,2021T2,2022T2,2023T2,2024T2,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,2.7411,0.3657,1.2868,0.1123,1.7973,0.7778,0.07,0.4,1.8,0.46,0.17,0.09,0.3,0.4805,0.35,0.65,0.28,0.608,0.11,1.101,0.95,0.32,0.72,0.64,0.35,0.45,0.0891,0.7002,1.5833
