Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
EQTL3,Preço de Fechamento Ajustado,1.99,2.12,1.34,1.49,1.66,1.79,1.74,1.91,2.08,2.28,2.72,2.85,3.1,2.85,3.23,3.57,3.15,3.89,3.84,4.33,4.89,5.57,5.37,5.49,6.58,7.93,8.2,8.91,9.63,8.97,10.14,10.87,11.85,9.56,9.68,12.55,13.47,15.64,17.08,19.41,14.99,19.78,18.27,19.98,21.4,22.02,22.51,20.08,24.17,20.8,24.5,24.61,24.55,29.69,29.61,32.99,30.06,28.78,30.48,25.69,30.11,34.49,35.44,37.44
