cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,374140.000,433841.000,480073.000,510830.000,419068.000,460678.000,498525.000,602257.000,545778.000,570752.000,650319.000,1220334.000,1065865.000,1116856.000,1202918.000,1329397.000,1325347.000,1353126.000,1670481.000,2424499.000,1678595.000,1718571.000,1862072.000,1993704.000,1733822.000,1731656.000,2022643.000,2464060.000,1747422.000,2177471.000,2422094.000,2724433.000,2405631.000,2339291.000,2725132.000,3782573.000,3359879.000,4375800.000,4875373.000,6185294.000,4206502.000,3482210.000,4208029.000,5993328.000,4140170.000,4554686.000,7488836.000,8057194.000,5843189.000,6492106.000,6880277.000,7916935.000,10176574.000,9201477.000,10361518.000,11245508.000,9898158.000,10487168.000,12363295.000,12618054.000,11709093.000,12795327.000,14145096.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-226647.000,-257004.000,-294112.000,-328164.000,-256845.000,-288491.000,-327612.000,-403776.000,-353389.000,-379415.000,-460786.000,-929274.000,-871691.000,-961689.000,-741591.000,-1097923.000,-1090799.000,-1339436.000,-1136904.000,-1506240.000,-1269281.000,-1387338.000,-1392428.000,-1399963.000,-1400783.000,-1265603.000,-1456087.000,-1680927.000,-1311124.000,-1572684.000,-1608118.000,-1954459.000,-1920433.000,-1757982.000,-2030002.000,-2628491.000,-2545287.000,-3134676.000,-3618797.000,-3768435.000,-2887973.000,-2338238.000,-2836096.000,-3841007.000,-2913005.000,-3029966.000,-5759055.000,-5643384.000,-3844293.000,-4380488.000,-4882854.000,-5458101.000,-7380981.000,-6438133.000,-7055107.000,-7968324.000,-6766947.000,-7333023.000,-8905505.000,-9304238.000,-8238723.000,-9410950.000,-10658422.000
3.03,Resultado Bruto,147493.000,176837.000,185961.000,182666.000,162223.000,172187.000,170913.000,198481.000,192389.000,191337.000,189533.000,291060.000,194174.000,155167.000,461327.000,231474.000,234548.000,13690.000,533577.000,918259.000,409314.000,331233.000,469644.000,593741.000,333039.000,466053.000,566556.000,783133.000,436298.000,604787.000,813976.000,769974.000,485198.000,581309.000,695130.000,1154082.000,814592.000,1241124.000,1256576.000,2416859.000,1318529.000,1143972.000,1371933.000,2152321.000,1227165.000,1524720.000,1729781.000,2413810.000,1998896.000,2111618.000,1997423.000,2458834.000,2795593.000,2763344.000,3306411.000,3277184.000,3131211.000,3154145.000,3457790.000,3313816.000,3470370.000,3384377.000,3486674.000
3.04,Despesas/Receitas Operacionais,-46505.000,-61391.000,-88620.000,-88126.000,-79482.000,-73793.000,-73946.000,-119152.000,-82910.000,-87948.000,-77048.000,-188969.000,-203928.000,-156173.000,-212493.000,-180983.000,-159932.000,-167914.000,-180597.000,-268790.000,-213135.000,-218035.000,-221636.000,-339343.000,-171046.000,-220142.000,-245151.000,-333505.000,-314212.000,-314081.000,-336099.000,-250311.000,-281569.000,-279153.000,-231576.000,-45288.000,-354120.000,-481263.000,-317209.000,-268840.000,-349892.000,-452495.000,-283708.000,-118233.000,-401651.000,-438377.000,-580447.000,-487509.000,-729355.000,-935395.000,-767465.000,-857343.000,-921902.000,-961568.000,-1105037.000,-1506616.000,-1143995.000,-1215486.000,-916800.000,-1144218.000,-1070975.000,-419378.000,-1094960.000
3.04.02,Despesas Gerais e Administrativas,-38992.000,-45234.000,-60661.000,46040.000,-41940.000,-45650.000,-45755.000,32877.000,-50835.000,-54794.000,-47835.000,-23512.000,-90908.000,-56427.000,-89632.000,-88646.000,-56535.000,-64908.000,-68371.000,-83025.000,-76482.000,-62600.000,-70594.000,-117415.000,-34939.000,-74211.000,-99092.000,-120357.000,-109517.000,-163113.000,-173666.000,-123964.000,-117234.000,-119224.000,-119426.000,193233.000,-132147.000,-222144.000,-269969.000,66594.000,-159199.000,-255581.000,-282937.000,-243191.000,-274890.000,-183346.000,-374360.000,-366999.000,-328011.000,-440901.000,-363081.000,-466153.000,-535252.000,-578020.000,-573777.000,-591796.000,-575892.000,-506737.000,-405760.000,-686164.000,-633329.000,-222338.000,-643969.000
3.04.05,Outras Despesas Operacionais,-7630.000,0.000,0.000,-65408.000,-8825.000,0.000,0.000,-98701.000,93.000,0.000,0.000,-53889.000,-28241.000,-27060.000,-43507.000,-17774.000,-18677.000,-46232.000,-32181.000,-58688.000,-48764.000,-93402.000,-60284.000,-65413.000,-12917.000,-46453.000,-27841.000,-20327.000,-29426.000,-24864.000,-31299.000,-26331.000,-14315.000,-18621.000,-18609.000,-115126.000,-83820.000,-86539.000,-81458.000,-158244.000,-13943.000,-10873.000,-41333.000,66149.000,0.000,-14650.000,-33133.000,-163071.000,-101781.000,-197322.000,-112940.000,-225296.000,-13555.000,-220930.000,-167987.000,-188935.000,-157390.000,-260767.000,-126957.000,-76966.000,-184242.000,-19769.000,-340618.000
3.04.06,Resultado de Equivalência Patrimonial,13498.000,-2266.000,0.000,-3154.000,-2097.000,-2098.000,0.000,4195.000,-1454.000,-1454.000,0.000,2908.000,1822.000,5959.000,4229.000,4837.000,5106.000,5598.000,5191.000,7911.000,9025.000,6708.000,5429.000,10259.000,4591.000,5148.000,7340.000,9814.000,4847.000,5473.000,2541.000,37877.000,14397.000,14803.000,22869.000,-35804.000,2338.000,-37987.000,-15947.000,-31698.000,-20594.000,36133.000,7895.000,10306.000,11210.000,13424.000,22571.000,19771.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2230.000,262531.000,213691.000,311457.000,314549.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,100988.000,115446.000,97341.000,94540.000,82741.000,98394.000,96967.000,79329.000,109479.000,103389.000,112485.000,102091.000,-9754.000,-1006.000,248834.000,50491.000,74616.000,-154224.000,352980.000,649469.000,196179.000,113198.000,248008.000,254398.000,161993.000,245911.000,321405.000,449628.000,122086.000,290706.000,477877.000,519663.000,203629.000,302156.000,463554.000,1108794.000,460472.000,759861.000,939367.000,2148019.000,968637.000,691477.000,1088225.000,2034088.000,825514.000,1086343.000,1149334.000,1926301.000,1269541.000,1176223.000,1229958.000,1601491.000,1873691.000,1801776.000,2201374.000,1770568.000,1987216.000,1938659.000,2540990.000,2169598.000,2399395.000,2964999.000,2391714.000
3.06,Resultado Financeiro,-6384.000,-17800.000,-10950.000,-28879.000,-7862.000,-20503.000,-15886.000,-9177.000,-10875.000,-15174.000,-13611.000,-58830.000,-21054.000,-63869.000,-72347.000,-61828.000,-23295.000,-57834.000,-48424.000,-81356.000,-61451.000,602531.000,-73840.000,-157960.000,60766.000,29821.000,-38539.000,-180973.000,-47945.000,-65211.000,-20677.000,-35383.000,-81227.000,-89340.000,-84026.000,-527991.000,-89796.000,-141521.000,-115201.000,-281142.000,-153293.000,-64551.000,-116213.000,-90068.000,-230661.000,-308232.000,-445953.000,166788.000,-360477.000,-1101244.000,-445078.000,-677677.000,-1500353.000,-1097823.000,-988149.000,-1026295.000,-1275764.000,-944155.000,-1189256.000,-1331623.000,-1454510.000,-1424147.000,-1573598.000
3.06.01,Receitas Financeiras,27425.000,-17800.000,-9373.000,99515.000,31590.000,-20503.000,-13790.000,113740.000,25755.000,-15174.000,31480.000,218504.000,106785.000,83943.000,118678.000,163975.000,184959.000,61820.000,199800.000,455544.000,345153.000,742101.000,816394.000,-631222.000,302991.000,374816.000,114316.000,70764.000,152842.000,131441.000,140396.000,147266.000,129139.000,353832.000,325071.000,93952.000,270071.000,181922.000,340297.000,969088.000,543749.000,248646.000,249400.000,84927.000,408119.000,234841.000,610204.000,986539.000,1338297.000,662199.000,772507.000,725410.000,931568.000,975846.000,622798.000,865313.000,909857.000,1056825.000,710888.000,1723785.000,1784199.000,1181518.000,1022117.000
