Dividendos_Pagos,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0259,0.2815,0.0329,0.2179,0.0235,0.2662,0.0282,0.3308,0.0235,0.3582,0.0141,0.2089,0.1176,0.1737,0.0459,0.2089,0.0471,0.1939,0.0471,0.1621,0.0176,0.2556,0.0588,0.1623,0.0588,0.2312,0.0765,0.1794,0.0824,0.2165,0.0765,0.1765,0.0694,0.2707,0.0706,0.2615,0.0847,0.3465,0.0706,0.2272,0.0765,0.2912,0.0488,0.1371,0.0588,0.1362,0.0667,0.0944,0.0787,0.129,0.0606,0.1111,0.0571,0.1346,0.0392,0.1217,0.0514,0.1293,0.0429,0.13,0.0382,0.198,0.0382,0.1613,0.0369,0.3832,0.0205,0.1789,0.032,0.242,0.0433,0.1761,0.0544,0.2795,0.0583,0.205,0.0719,0.3557,0.0628,0.2576,0.0798,0.3834,0.0941,0.2817,1.6915
