cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2,Passivo Total,5121397.0,5209975.0,5724574.0,5306234.0,4861570.0,4014414.0,3720337.0,3544412.0,3316191.0,3433602.0,3988277.0,4211491.0,3910335.0,4124803.0,4407301.0,4623494.0,4206840.0,4127322.0,4604868.0,3870086.0,4071094.0,3831730.0,4141258.0,4031714.0,3673938.0,3437372.0,3348777.0,3066448.0,2876025.0,2912807.0,2531810.0,1988597.0,2161259.0,2102787.0,1897517.0,1784257.0,1755490.0,1716093.0,1705206.0,1627102.0,1584101.0,1559819.0
2.01,Passivo Circulante,3507529.0,3271930.0,4133386.0,3797334.0,3264860.0,2569792.0,2350135.0,2890104.0,2655448.0,2875622.0,974100.0,1328981.0,1078211.0,1310110.0,1541246.0,1829754.0,1574225.0,1443479.0,1831105.0,1356030.0,3719556.0,3719519.0,4199825.0,3966056.0,4015486.0,3569142.0,3894001.0,1129456.0,1072062.0,1589455.0,1444836.0,3475280.0,3854676.0,3919403.0,3995608.0,3867545.0,4150452.0,4748306.0,4968046.0,6261203.0,6209124.0,6390770.0
2.01.01,Obrigações Sociais e Trabalhistas,42871.0,36668.0,54706.0,51657.0,42737.0,45082.0,58740.0,42306.0,40977.0,43428.0,53237.0,49767.0,45948.0,49835.0,62829.0,60061.0,53010.0,57256.0,60695.0,50881.0,47207.0,57115.0,62376.0,41898.0,45812.0,45121.0,49833.0,43920.0,45232.0,45334.0,49490.0,42550.0,49563.0,55960.0,63850.0,63510.0,72136.0,74419.0,75424.0,77132.0,80965.0,116381.0
2.01.02,Fornecedores,2020473.0,1565233.0,1896741.0,2132710.0,373721.0,263074.0,178414.0,153743.0,44833.0,184390.0,512046.0,801203.0,690384.0,837541.0,1002278.0,1257987.0,976683.0,786118.0,986193.0,495498.0,609511.0,375523.0,552658.0,462394.0,190590.0,160389.0,238805.0,135001.0,172280.0,560257.0,503377.0,436600.0,480183.0,539877.0,570489.0,407770.0,452667.0,490084.0,491853.0,639112.0,679482.0,670630.0
2.01.03,Obrigações Fiscais,29085.0,8588.0,30571.0,11711.0,24232.0,25688.0,28308.0,16470.0,25058.0,22660.0,32885.0,25827.0,21202.0,21012.0,25857.0,11139.0,25804.0,19314.0,28720.0,12455.0,15554.0,10190.0,20614.0,18726.0,15443.0,23718.0,24905.0,11605.0,17121.0,15133.0,9748.0,10473.0,29715.0,35215.0,60110.0,47613.0,68149.0,64930.0,64483.0,537798.0,575061.0,621031.0
2.01.04,Empréstimos e Financiamentos,999201.0,1302987.0,1423864.0,964655.0,1027116.0,1022087.0,1118039.0,1845140.0,1821553.0,1992685.0,95899.0,120977.0,162060.0,192234.0,133642.0,131829.0,262920.0,333729.0,504257.0,568009.0,2770729.0,2933121.0,3167059.0,2866323.0,3204280.0,2875017.0,3198138.0,615758.0,442575.0,671181.0,699553.0,2810146.0,3029329.0,3136298.0,3150598.0,3245159.0,3453223.0,4006720.0,4228594.0,4862767.0,4714367.0,4824941.0
2.01.05,Outras Obrigações,415899.0,358454.0,727504.0,636601.0,1797054.0,1213861.0,966634.0,832445.0,723027.0,632459.0,280033.0,331207.0,158617.0,209488.0,316640.0,368738.0,255808.0,247062.0,251240.0,229187.0,276555.0,343570.0,397118.0,576715.0,559361.0,464897.0,382320.0,323172.0,394854.0,297550.0,182668.0,175511.0,265886.0,152053.0,150561.0,103493.0,104277.0,112153.0,107692.0,144394.0,159249.0,157787.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,798677.0,892413.0,1349682.0,1164424.0,969911.0,987719.0,1009592.0,397298.0,419047.0,415147.0,2017575.0,1993988.0,1985291.0,2245853.0,2308101.0,2191243.0,2059394.0,1993810.0,1941366.0,1892660.0,287963.0,311706.0,298875.0,264248.0,252404.0,242448.0,238711.0,2891018.0,2570840.0,2640167.0,2708515.0,1330883.0,1303085.0,1809123.0,1909841.0,2140222.0,2089087.0,2096366.0,2230449.0,1651745.0,1786175.0,1827188.0
