cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2.02.01,Empréstimos e Financiamentos,590422.0,691839.0,1138951.0,986749.0,795755.0,614753.0,616396.0,0.0,0.0,0.0,1786760.0,1807001.0,1792883.0,2047007.0,2100691.0,2017084.0,1847287.0,1779276.0,1737374.0,1642876.0,32982.0,55426.0,41518.0,22878.0,11205.0,0.0,0.0,2634945.0,2317268.0,2394120.0,2460326.0,382145.0,371716.0,357133.0,484664.0,466305.0,442268.0,417192.0,386831.0,354311.0,487963.0,455182.0
2.02.02,Outras Obrigações,2841.0,1483.0,1965.0,752.0,680.0,608.0,574.0,493.0,418.0,335.0,250.0,782.0,168.0,35.0,0.0,0.0,0.0,154.0,821.0,77.0,2959.0,2920.0,2920.0,2920.0,1947.0,1972.0,1979.0,1947.0,1283.0,2087.0,2010.0,155244.0,121708.0,585740.0,539590.0,752923.0,742772.0,776990.0,852951.0,291589.0,273749.0,313232.0
2.02.03,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,204957.0,205421.0,207351.0,211955.0,193177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45508.0,44814.0,44140.0,43472.0,42835.0,42253.0,41702.0,41152.0,52467.0,51985.0,37048.0,36598.0,25598.0,25155.0,60692.0,60122.0,59556.0,58795.0,58281.0,57807.0,57305.0,56804.0,55024.0
2.02.04,Provisões,205414.0,199091.0,208766.0,176923.0,173476.0,167401.0,187201.0,189454.0,206674.0,221635.0,230565.0,186205.0,192240.0,198811.0,207410.0,174159.0,212107.0,214380.0,203171.0,204199.0,207208.0,209220.0,210965.0,195615.0,196999.0,198774.0,195580.0,201659.0,200304.0,206912.0,209581.0,767896.0,784506.0,805558.0,825465.0,861438.0,845252.0,843903.0,932860.0,948540.0,967659.0,1003750.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,815191.0,1045632.0,241506.0,344476.0,626799.0,456903.0,360610.0,257010.0,241696.0,142833.0,996602.0,888522.0,846833.0,568840.0,557954.0,602497.0,573221.0,690033.0,832397.0,621396.0,63575.0,-199495.0,-357442.0,-198590.0,-593952.0,-374218.0,-783935.0,-954026.0,-766877.0,-1316815.0,-1621541.0,-2817566.0,-2996502.0,-3625739.0,-4007932.0,-4223510.0,-4484049.0,-5128579.0,-5493289.0,-6285846.0,-6411198.0,-6658139.0
2.03.01,Capital Social Realizado,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,1382990.0,2089974.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2089978.0,2152564.0,2178627.0,2149116.0,2167013.0,2173578.0,2184124.0
2.03.02,Reservas de Capital,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0,-741.0
2.03.03,Reservas de Reavaliação,244633.0,241762.0,238898.0,235849.0,233494.0,231322.0,229059.0,226827.0,225085.0,223220.0,221196.0,218917.0,214651.0,211515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,0.0,0.0,0.0,77650.0,77650.0,77650.0,77650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.05,Lucros/Prejuízos Acumulados,32445.0,-72824.0,116423.0,0.0,5035.0,-273323.0,-329245.0,-286496.0,-327902.0,-399198.0,-299298.0,-414356.0,-459248.0,-744155.0,-759939.0,-725250.0,-762308.0,-657611.0,-515876.0,-742151.0,-1309851.0,-1584304.0,-1748508.0,-1595726.0,-1996294.0,-1785731.0,-2203655.0,-2390264.0,-2219128.0,-2736650.0,-3052310.0,-5042338.0,-5219906.0,-5831037.0,-6212182.0,-6426611.0,-6748309.0,-7418073.0,-7752269.0,-8560807.0,-8691749.0,-8948334.0
2.03.06,Ajustes de Avaliação Patrimonial,-844136.0,-505555.0,-1496064.0,-1351272.0,-1071629.0,-960995.0,-999103.0,-1065570.0,-1037736.0,-1063438.0,-1014529.0,-1005276.0,-997807.0,-987757.0,-771344.0,-761490.0,-753708.0,-741593.0,-740964.0,-725690.0,-715811.0,-704428.0,-698171.0,-692101.0,-686895.0,-677724.0,-669517.0,-652999.0,-636986.0,-669402.0,-658468.0,135535.0,134167.0,116061.0,115013.0,113864.0,112437.0,111608.0,110605.0,108689.0,107714.0,106812.0
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.08,Outros Resultados Abrangentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.09,Participação dos Acionistas Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
