Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T2,2021T3,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2026T1
Preço de Fechamento Ajustado,48.19,65.35,33.65,35.94,28.43,27.71,26.86,25.84,22.95,22.44,26.52,27.03,25.33,19.04,21.76,23.8,24.82,21.88,31.2,29.09,10.86,13.37,10.1,10.0,14.88,10.33,8.57,5.73,6.09,4.66,3.38,4.57,4.86,4.34,3.38,2.38,1.6,1.02,1.08,1.8,0.67
