cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
6.01,Caixa Líquido das Atividades Operacionais,192250.0,-393847.0,-133082.0,-115202.0,376732.0,-428499.0,-123997.0,-294070.0,153419.0,-40768.0,-177779.0,178774.0,-27628.0,30963.0,343033.0,-84538.0,5698.0,28001.0,230782.0,-34780.0,47791.0,156331.0,-75784.0,5122.0,13159.0,-4109.0,8872.0,14579.0,157971.0,5572.0,91110.0,-36897.0,-146555.0,-75020.0,90861.0,6298.0,-44842.0,-7427.0,94862.0,34124.0,23510.0,38465.0
6.01.DA,Depreciação e Amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21041.0,65587.0,,
6.02,Caixa Líquido Atividades de Investimento,-185818.0,188565.0,-1200.0,107353.0,57257.0,-16312.0,-30495.0,166744.0,38506.0,-115296.0,98819.0,-64223.0,-51986.0,-92221.0,-51709.0,5514.0,5851.0,-24352.0,-46680.0,-83390.0,-6984.0,-26655.0,-16984.0,-32385.0,-21047.0,7722.0,-10043.0,-45547.0,-16911.0,-56346.0,-9398.0,-7406.0,-3163.0,-10940.0,-1341.0,-7026.0,-2682.0,-2086.0,-3249.0,-8923.0,-4994.0,-7904.0
6.03,Caixa Líquido Atividades de Financiamento,-137218.0,497704.0,383588.0,-426252.0,-24671.0,16573.0,81137.0,108712.0,-52213.0,-22845.0,234038.0,-27705.0,-8356.0,-29440.0,-114006.0,-48509.0,-84669.0,796.0,-77615.0,-18274.0,-47373.0,-3725.0,78286.0,-56915.0,5706.0,-27640.0,18351.0,-58649.0,-152107.0,33289.0,-67788.0,21296.0,147804.0,88895.0,-92622.0,394.0,48690.0,11371.0,-91029.0,-20370.0,-25632.0,-37634.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,-130786.0,292422.0,249306.0,-434101.0,409318.0,-428238.0,-73355.0,-18614.0,139712.0,-178909.0,155078.0,86846.0,-87970.0,-90698.0,177318.0,-127533.0,-73120.0,4445.0,106487.0,-136444.0,-6566.0,125951.0,-14482.0,-84178.0,-2182.0,-24027.0,17180.0,-89617.0,-11047.0,-17485.0,13924.0,-23007.0,-1914.0,2935.0,-3102.0,-334.0,1166.0,1858.0,584.0,4831.0,-7116.0,-7073.0
