Dividendos_Pagos,2006T3,2006T4,2007T1,2007T3,2007T4,2008T1,2008T3,2008T4,2009T1,2009T3,2009T4,2010T1,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T4,2018T2,2018T3,2018T4,2019T4,2022T1,2023T1,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,0.1104,0.1096,0.2152,0.134,0.21,0.1101,0.1529,0.2429,0.088,0.1412,0.2512,0.1469,0.1412,0.2712,0.2094,0.2118,0.4144,1.1873,0.3145,0.28,0.224,0.3325,0.3118,0.2965,0.2959,0.3346,0.1172,0.5973,0.4545,0.05,0.5244,0.2489,0.2353,0.4706,0.1681,0.2,0.1502,0.2353,0.5882,0.7,0.2904,0.263,0.18,0.2,0.577,0.6474,0.44,0.69,1.5755,1.5059
