Dividendos_Pagos,2002T2,2003T2,2003T3,2003T4,2004T2,2004T4,2005T2,2005T4,2006T2,2006T3,2006T4,2007T2,2007T3,2007T4,2008T2,2008T3,2008T4,2009T3,2009T4,2010T2,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T1,2013T3,2013T4,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T4,2020T3,2020T4,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.5175,0.9222,0.6993,0.4386,1.2044,1.2469,2.0766,0.6889,0.7068,0.671,0.1517,0.7372,0.5516,0.1348,0.7005,0.889,0.2696,0.5331,0.2972,0.1255,0.4383,0.337,0.2425,1.0081,0.3891,0.7926,1.0628,0.4231,0.8831,1.1759,0.375,0.7075,0.924,0.2636,0.4769,0.481,0.321,0.9884,0.6626,0.6276,1.4384,0.6503,0.9755,1.7557,1.4866,0.094,1.5288,0.8306,0.894,0.7471,0.9676,0.0735,0.7828,0.6738,0.7083,0.8246,1.7834,0.9403,0.1777,1.2188,1.1432,0.3064,0.8765,0.8814,0.0875
